title,series_type,episodes,status,premiered,source,duration,rating,score,votes
Gekkan Shoujo Nozaki-kun Specials,Special,6,Finished Airing,,4-koma manga,3,PG-13 - Teens 13 or older,7.8,54791
Aggressive Retsuko (ONA),ONA,10,Finished Airing,,Other,15,PG-13 - Teens 13 or older,7.71,64685
Ged Senki,Movie,1,Finished Airing,,Novel,115,PG-13 - Teens 13 or older,6.98,60269
Tensei shitara Slime Datta Ken OVA,OVA,5,Currently Airing,,Manga,23,PG-13 - Teens 13 or older,7.49,29115
Fate/kaleid liner Prisma☆Illya 2wei Herz!,TV,10,Finished Airing,Summer 2015,Manga,23,PG-13 - Teens 13 or older,7.26,51751
Yowamushi Pedal: Grande Road,TV,24,Finished Airing,Fall 2014,Manga,23,PG-13 - Teens 13 or older,8.13,56402
Sounan Desu ka?,TV,12,Finished Airing,Summer 2019,Manga,13,PG-13 - Teens 13 or older,6.64,45486
Tegamibachi,TV,25,Finished Airing,Fall 2009,Manga,20,PG-13 - Teens 13 or older,7.67,36411
Yozakura Quartet: Hana no Uta,TV,13,Finished Airing,Fall 2013,Manga,23,PG-13 - Teens 13 or older,7.51,30945
Fortune Arterial: Akai Yakusoku,TV,12,Finished Airing,Fall 2010,Visual novel,24,PG-13 - Teens 13 or older,6.74,53234
Hoozuki no Reitetsu,TV,13,Finished Airing,Winter 2014,Manga,24,PG-13 - Teens 13 or older,7.8,33468
Hourou Musuko,TV,11,Finished Airing,Winter 2011,Manga,23,PG-13 - Teens 13 or older,7.75,32209
Daitoshokan no Hitsujikai,TV,12,Finished Airing,Fall 2014,Visual novel,23,PG-13 - Teens 13 or older,6.95,41192
Mushishi: Hihamukage,Special,1,Finished Airing,,Manga,45,PG-13 - Teens 13 or older,8.58,49207
Infinite Dendrogram,TV,13,Finished Airing,Winter 2020,Light novel,23,PG-13 - Teens 13 or older,6.14,35861
Trinity Seven: Nanatsu no Taizai to Nana Madoushi,OVA,1,Finished Airing,,Manga,26,PG-13 - Teens 13 or older,7.42,53083
Mai-HiME,TV,26,Finished Airing,Fall 2004,Original,23,PG-13 - Teens 13 or older,7.47,45168
Sidonia no Kishi: Daikyuu Wakusei Seneki,TV,12,Finished Airing,Spring 2015,Manga,24,R - 17+ (violence & profanity),7.78,53226
Donten ni Warau,TV,12,Finished Airing,Fall 2014,Manga,23,PG-13 - Teens 13 or older,7.53,36590
Toaru Majutsu no Index Movie: Endymion no Kiseki,Movie,1,Finished Airing,,Original,90,R - 17+ (violence & profanity),7.52,50364
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,TV,14,Finished Airing,Summer 2018,Manga,24,PG-13 - Teens 13 or older,8.85,43820
Ranpo Kitan: Game of Laplace,TV,11,Finished Airing,Summer 2015,Original,23,R - 17+ (violence & profanity),6.62,40587
Hakushaku to Yousei,TV,12,Finished Airing,Fall 2008,Light novel,25,PG-13 - Teens 13 or older,7.29,44499
Senyuu.,TV,13,Finished Airing,Winter 2013,Web manga,4,PG-13 - Teens 13 or older,7.36,44302
Ushio to Tora (TV) 2nd Season,TV,13,Finished Airing,Spring 2016,Manga,24,PG-13 - Teens 13 or older,7.97,48251
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV),TV,13,Finished Airing,Winter 2020,Game,23,PG-13 - Teens 13 or older,6.73,28024
Danshi Koukousei no Nichijou Specials,Special,6,Finished Airing,,Web manga,3,PG-13 - Teens 13 or older,7.87,53191
Valkyrie Drive: Mermaid,TV,12,Finished Airing,Fall 2015,Original,24,R+ - Mild Nudity,6.14,36058
FLCL Progressive,Movie,1,Finished Airing,,Original,136,PG-13 - Teens 13 or older,6.44,23351
Fairy Tail x Rave,OVA,1,Finished Airing,,Manga,25,PG-13 - Teens 13 or older,7.23,53956
Island,TV,12,Finished Airing,Summer 2018,Visual novel,23,PG-13 - Teens 13 or older,6.37,34811
Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,Movie,1,Finished Airing,,Manga,61,PG-13 - Teens 13 or older,6.75,60787
Prison School: Mad Wax,OVA,1,Finished Airing,,Manga,25,R+ - Mild Nudity,7.49,57474
Magi: Sinbad no Bouken,OVA,5,Finished Airing,,Manga,24,PG-13 - Teens 13 or older,7.86,44235
Kimi ga Aruji de Shitsuji ga Ore de,TV,13,Finished Airing,Winter 2008,Visual novel,25,R+ - Mild Nudity,7.19,45771
Fate/stay night Movie: Heaven&#039;s Feel - III. Spring Song,Movie,1,Finished Airing,,Visual novel,122,R - 17+ (violence & profanity),8.76,3821
RahXephon,TV,26,Finished Airing,Winter 2002,Original,23,PG-13 - Teens 13 or older,7.43,35799
Hunter x Hunter: Original Video Animation,OVA,8,Finished Airing,,Manga,24,PG-13 - Teens 13 or older,8.34,52481
Babylon,TV,12,Finished Airing,Fall 2019,Novel,24,R - 17+ (violence & profanity),6.86,32406
Otome Youkai Zakuro,TV,13,Finished Airing,Fall 2010,Manga,24,PG-13 - Teens 13 or older,7.48,40072
Accel World EX,OVA,2,Finished Airing,,Light novel,24,PG-13 - Teens 13 or older,7.16,51075
Suzuka,TV,26,Finished Airing,Summer 2005,Manga,23,PG-13 - Teens 13 or older,7.24,45575
Nekopara,TV,12,Finished Airing,Winter 2020,Visual novel,23,PG-13 - Teens 13 or older,6.78,28694
Rec,TV,9,Finished Airing,Winter 2006,Manga,13,PG-13 - Teens 13 or older,7.35,50568
Classroom☆Crisis,TV,13,Finished Airing,Summer 2015,Original,24,PG-13 - Teens 13 or older,7.05,36712
Gravitation,TV,13,Finished Airing,Fall 2000,Manga,22,PG-13 - Teens 13 or older,7.04,52936
Love Live! The School Idol Movie,Movie,1,Finished Airing,,Original,102,PG-13 - Teens 13 or older,7.97,53834
Hayate no Gotoku!!,TV,25,Finished Airing,Spring 2009,Manga,24,PG-13 - Teens 13 or older,7.75,47388
Cross Game,TV,50,Finished Airing,Spring 2009,Manga,23,PG-13 - Teens 13 or older,8.45,39197
Fukigen na Mononokean,TV,13,Finished Airing,Summer 2016,Web manga,24,PG-13 - Teens 13 or older,7.42,39488
Juubee Ninpuuchou,Movie,1,Finished Airing,,Original,94,R+ - Mild Nudity,7.62,51530
Toriko,TV,147,Finished Airing,Spring 2011,Manga,23,PG-13 - Teens 13 or older,7.58,31293
Digimon Adventure tri. 1: Saikai,Movie,1,Finished Airing,,Original,89,PG-13 - Teens 13 or older,7.49,50259
Oushitsu Kyoushi Heine,TV,12,Finished Airing,Spring 2017,Manga,23,PG-13 - Teens 13 or older,7.49,41599
Free!: Dive to the Future,TV,12,Finished Airing,Summer 2018,Original,23,PG-13 - Teens 13 or older,7.6,37613
Pokemon Diamond &amp; Pearl,TV,191,Finished Airing,Fall 2006,Game,23,PG - Children,7.2,54985
Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,Movie,1,Finished Airing,,Manga,50,PG-13 - Teens 13 or older,6.84,59694
Star Driver: Kagayaki no Takuto,TV,25,Finished Airing,Fall 2010,Original,25,PG-13 - Teens 13 or older,7.24,36713
Hunter x Hunter Movie 2: The Last Mission,Movie,1,Finished Airing,,Manga,98,R - 17+ (violence & profanity),7.24,52363
IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,OVA,1,Finished Airing,,Light novel,26,R+ - Mild Nudity,6.94,53592
Kamisama ni Natta Hi,TV,12,Currently Airing,Fall 2020,Original,24,None,7.53,10760
Comet Lucifer,TV,12,Finished Airing,Fall 2015,Original,23,PG-13 - Teens 13 or older,5.87,37050
Yu☆Gi☆Oh! 5D&#039;s,TV,154,Finished Airing,Spring 2008,Manga,24,PG-13 - Teens 13 or older,7.43,49656
Monster Musume no Oishasan,TV,12,Finished Airing,Summer 2020,Light novel,23,PG-13 - Teens 13 or older,6.52,29999
Kuroshitsuji II Specials,Special,6,Finished Airing,,Manga,25,PG-13 - Teens 13 or older,7.5,48007
Alice to Zouroku,TV,12,Finished Airing,Spring 2017,Manga,23,PG-13 - Teens 13 or older,7.13,36932
Noblesse,TV,,Currently Airing,Fall 2020,Web manga,23,None,6.63,11746
Saiki Kusuo no Ψ-nan: Kanketsu-hen,Special,1,Finished Airing,,Manga,50,PG-13 - Teens 13 or older,8.23,55465
Kodomo no Jikan (TV),TV,12,Finished Airing,Fall 2007,Manga,24,R - 17+ (violence & profanity),6.85,44777
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",TV,12,Finished Airing,Fall 2019,Light novel,23,PG-13 - Teens 13 or older,6.88,45430
Bleach: The Sealed Sword Frenzy,Special,1,Finished Airing,,Manga,33,PG-13 - Teens 13 or older,6.99,53385
Shoujo-tachi wa Kouya wo Mezasu,TV,12,Finished Airing,Winter 2016,Visual novel,24,PG-13 - Teens 13 or older,6.34,35357
RDG: Red Data Girl,TV,12,Finished Airing,Spring 2013,Light novel,24,PG-13 - Teens 13 or older,6.59,40769
Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,OVA,1,Finished Airing,,Light novel,24,R+ - Mild Nudity,7.11,53859
Aria the Origination,TV,13,Finished Airing,Winter 2008,Manga,24,G - All Ages,8.55,23474
Witchblade,TV,24,Finished Airing,Spring 2006,Other,24,R - 17+ (violence & profanity),7.28,37992
Chaos Dragon: Sekiryuu Seneki,TV,12,Finished Airing,Summer 2015,Game,24,R - 17+ (violence & profanity),5.68,33223
Trickster: Edogawa Ranpo &quot;Shounen Tanteidan&quot; yori,TV,24,Finished Airing,Fall 2016,Original,23,PG-13 - Teens 13 or older,6.23,24525
Peter Grill to Kenja no Jikan,TV,12,Finished Airing,Summer 2020,Manga,12,R+ - Mild Nudity,5.57,26998
Yuru Yuri San☆Hai!,TV,12,Finished Airing,Fall 2015,Manga,23,PG-13 - Teens 13 or older,7.97,49870
Diamond no Ace: Second Season,TV,51,Finished Airing,Spring 2015,Manga,24,PG-13 - Teens 13 or older,8.34,49399
Hetalia World Series,ONA,48,Finished Airing,,Web manga,5,PG-13 - Teens 13 or older,7.61,46274
Ueki no Housoku,TV,51,Finished Airing,Spring 2005,Manga,23,PG-13 - Teens 13 or older,7.77,38180
Top wo Nerae! Gunbuster,OVA,6,Finished Airing,,Original,30,R+ - Mild Nudity,7.89,40650
Heroic Age,TV,26,Finished Airing,Spring 2007,Original,23,PG-13 - Teens 13 or older,7.57,39249
Udon no Kuni no Kiniro Kemari,TV,12,Finished Airing,Fall 2016,Manga,22,PG-13 - Teens 13 or older,7.77,37237
Gochuumon wa Usagi Desu ka??,TV,12,Finished Airing,Fall 2015,4-koma manga,23,PG-13 - Teens 13 or older,7.84,41769
Kill Me Baby,TV,13,Finished Airing,Winter 2012,4-koma manga,24,PG-13 - Teens 13 or older,6.88,36761
Super Lovers,TV,10,Finished Airing,Spring 2016,Manga,24,PG-13 - Teens 13 or older,7.15,48178
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,Movie,1,Finished Airing,,Manga,45,PG-13 - Teens 13 or older,6.86,58427
Azur Lane,TV,12,Finished Airing,Fall 2019,Game,23,PG-13 - Teens 13 or older,6.31,26347
Makai Ouji: Devils and Realist,TV,12,Finished Airing,Summer 2013,Manga,24,PG-13 - Teens 13 or older,7.07,34365
Ao Haru Ride OVA,OVA,2,Finished Airing,,Manga,21,PG-13 - Teens 13 or older,7.61,50916
Speed Grapher,TV,24,Finished Airing,Spring 2005,Original,23,R+ - Mild Nudity,7.36,33833
Konjiki no Gash Bell!!,TV,150,Finished Airing,Spring 2003,Manga,23,PG-13 - Teens 13 or older,7.56,39922
Fushigi Yuugi,TV,52,Finished Airing,Spring 1995,Manga,23,PG-13 - Teens 13 or older,7.65,40336
Hakkenden: Touhou Hakken Ibun,TV,13,Finished Airing,Winter 2013,Manga,24,PG-13 - Teens 13 or older,7.45,34920
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Movie,1,Finished Airing,,Manga,82,PG - Children,8.22,55047
Phi Brain: Kami no Puzzle,TV,25,Finished Airing,Fall 2011,Original,25,PG-13 - Teens 13 or older,7.21,35971
Bokusatsu Tenshi Dokuro-chan 2,OVA,2,Finished Airing,,Light novel,26,R - 17+ (violence & profanity),6.71,56836
3D Kanojo: Real Girl 2nd Season,TV,12,Finished Airing,Winter 2019,Manga,22,PG-13 - Teens 13 or older,7.67,44604
Dansai Bunri no Crime Edge,TV,13,Finished Airing,Spring 2013,Manga,24,R - 17+ (violence & profanity),6.74,38272
Hokuto no Ken,TV,109,Finished Airing,Fall 1984,Manga,25,R - 17+ (violence & profanity),7.99,26695
Senki Zesshou Symphogear,TV,13,Finished Airing,Winter 2012,Original,23,PG-13 - Teens 13 or older,7.03,34687
Katsugeki/Touken Ranbu,TV,13,Finished Airing,Summer 2017,Game,23,PG-13 - Teens 13 or older,6.74,21524
Joshiraku,TV,13,Finished Airing,Summer 2012,Manga,24,PG-13 - Teens 13 or older,7.49,27530
"Diabolik Lovers More,Blood",TV,12,Finished Airing,Fall 2015,Visual novel,12,R - 17+ (violence & profanity),5.71,46287
Hajime no Ippo: Champion Road,Special,1,Finished Airing,,Manga,90,PG-13 - Teens 13 or older,8.3,56282
Digimon Adventure Movie,Movie,1,Finished Airing,,Original,20,PG - Children,7.57,59338
Ai Yori Aoshi,TV,24,Finished Airing,Spring 2002,Manga,23,PG-13 - Teens 13 or older,7.15,44631
Mobile Suit Gundam,TV,43,Finished Airing,Spring 1979,Original,25,PG-13 - Teens 13 or older,7.79,39126
Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,Movie,1,Finished Airing,,Manga,41,PG-13 - Teens 13 or older,6.72,57581
Uta no☆Prince-sama♪ Maji Love 2000%,TV,13,Finished Airing,Spring 2013,Visual novel,25,PG-13 - Teens 13 or older,7.28,44708
Sora no Otoshimono: Project Pink,OVA,1,Finished Airing,,Manga,24,PG-13 - Teens 13 or older,7.44,51385
Rozen Maiden: Träumend,TV,12,Finished Airing,Fall 2005,Manga,24,PG-13 - Teens 13 or older,7.66,52130
Ichigo 100%,TV,12,Finished Airing,Spring 2005,Manga,23,PG-13 - Teens 13 or older,6.69,45942
Aki-Sora,OVA,1,Finished Airing,,Manga,21,R+ - Mild Nudity,6.03,50877
Witch Hunter Robin,TV,26,Finished Airing,Summer 2002,Original,25,PG-13 - Teens 13 or older,7.28,35749
Noir,TV,26,Finished Airing,Spring 2001,Original,24,PG-13 - Teens 13 or older,7.32,31844
Pokemon XY,TV,93,Finished Airing,Fall 2013,Game,23,PG - Children,7.29,49535
Kaichou wa Maid-sama!: Omake dayo!,Special,1,Finished Airing,,Manga,13,PG-13 - Teens 13 or older,7.49,47833
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,Movie,1,Finished Airing,,Manga,51,PG-13 - Teens 13 or older,7.36,56369
Seikaisuru Kado,TV,12,Finished Airing,Spring 2017,Original,23,PG-13 - Teens 13 or older,6.84,33339
Heppoko Jikken Animation Excel♥Saga,TV,26,Finished Airing,Fall 1999,Manga,24,R - 17+ (violence & profanity),7.51,39166
Golden Kamuy 2nd Season,TV,12,Finished Airing,Fall 2018,Manga,23,R - 17+ (violence & profanity),8.16,46555
Aquarion Evol,TV,26,Finished Airing,Winter 2012,Original,24,PG-13 - Teens 13 or older,7.15,37143
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,TV,25,Finished Airing,Fall 2016,Original,24,R - 17+ (violence & profanity),8.24,48452
Hanayamata,TV,12,Finished Airing,Summer 2014,Manga,24,PG-13 - Teens 13 or older,7.34,31694
Ixion Saga DT,TV,25,Finished Airing,Fall 2012,Game,24,PG-13 - Teens 13 or older,7.23,35471
Kakuriyo no Yadomeshi,TV,26,Finished Airing,Spring 2018,Novel,23,PG-13 - Teens 13 or older,7.52,29338
Shichisei no Subaru,TV,12,Finished Airing,Summer 2018,Light novel,24,PG-13 - Teens 13 or older,6.15,32497
Blood: The Last Vampire,Movie,1,Finished Airing,,Original,48,R - 17+ (violence & profanity),6.91,50793
Mushishi Zoku Shou: Suzu no Shizuku,Movie,1,Finished Airing,,Manga,47,PG-13 - Teens 13 or older,8.64,34929
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,TV,26,Finished Airing,Spring 2019,Visual novel,23,PG-13 - Teens 13 or older,6.6,24763
Himegoto,TV,13,Finished Airing,Summer 2014,4-koma manga,4,PG-13 - Teens 13 or older,5.95,41781
Schwarzesmarken,TV,12,Finished Airing,Winter 2016,Light novel,23,R - 17+ (violence & profanity),6.81,33517
White Album,TV,13,Finished Airing,Winter 2009,Visual novel,25,PG-13 - Teens 13 or older,6.57,27772
Kyoukai no Kanata: Shinonome,Special,1,Finished Airing,,Light novel,23,PG-13 - Teens 13 or older,7.68,46022
Burn the Witch,Movie,3,Finished Airing,,Manga,21,None,7.24,36533
K-On!!: Keikaku!,Special,1,Finished Airing,,Original,23,PG-13 - Teens 13 or older,7.85,50691
Hoshiai no Sora,TV,12,Finished Airing,Fall 2019,Original,24,PG-13 - Teens 13 or older,7.51,38654
Hiiro no Kakera,TV,13,Finished Airing,Spring 2012,Visual novel,24,PG-13 - Teens 13 or older,6.76,35943
Kekkaishi (TV),TV,52,Finished Airing,Fall 2006,Manga,24,PG-13 - Teens 13 or older,7.64,40003
Shigurui,TV,12,Finished Airing,Summer 2007,Manga,23,R+ - Mild Nudity,7.41,27483
Black Blood Brothers,TV,12,Finished Airing,Fall 2006,Light novel,25,R - 17+ (violence & profanity),7.15,48199
Sola,TV,13,Finished Airing,Spring 2007,Manga,24,PG-13 - Teens 13 or older,7.23,40605
Hitorijime My Hero,TV,12,Finished Airing,Summer 2017,Manga,24,PG-13 - Teens 13 or older,7.44,40913
"Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu",OVA,1,Finished Airing,,Light novel,26,R+ - Mild Nudity,7.5,48082
Magic Kaito 1412,TV,24,Finished Airing,Fall 2014,Manga,24,PG-13 - Teens 13 or older,7.89,38079
Asura Cryin&#039;,TV,13,Finished Airing,Spring 2009,Light novel,24,PG-13 - Teens 13 or older,6.97,41503
Suzumiya Haruhi-chan no Yuuutsu,ONA,25,Finished Airing,,4-koma manga,5,PG-13 - Teens 13 or older,7.5,44896
Uchuu Senkan Yamato 2199,OVA,26,Finished Airing,,Original,25,PG-13 - Teens 13 or older,8.38,29472
Kanojo to Kanojo no Neko: Everything Flows,TV,4,Finished Airing,Winter 2016,Original,7,G - All Ages,7.71,41117
Sarazanmai,TV,11,Finished Airing,Spring 2019,Original,22,PG-13 - Teens 13 or older,7.56,31013
Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,Movie,1,Finished Airing,,Manga,45,PG-13 - Teens 13 or older,6.91,54872
Utawarerumono: Itsuwari no Kamen,TV,25,Finished Airing,Fall 2015,Visual novel,23,PG-13 - Teens 13 or older,7.28,35733
Luck &amp; Logic,TV,12,Finished Airing,Winter 2016,Card game,24,PG-13 - Teens 13 or older,6.12,34913
Akatsuki no Yona OVA,OVA,3,Finished Airing,,Manga,23,PG-13 - Teens 13 or older,8.1,45379
Omoide Poroporo,Movie,1,Finished Airing,,Manga,118,G - All Ages,7.5,44314
Seikimatsu Occult Gakuin,TV,13,Finished Airing,Summer 2010,Original,24,R - 17+ (violence & profanity),7.08,37233
Shingeki no Kyojin: Ano Hi Kara,Special,1,Finished Airing,,Manga,24,R - 17+ (violence & profanity),7.09,44379
Mitsudomoe,TV,13,Finished Airing,Summer 2010,Manga,24,PG-13 - Teens 13 or older,7.61,35875
Kami nomi zo Shiru Sekai: 4-nin to Idol,OVA,1,Finished Airing,,Manga,24,PG-13 - Teens 13 or older,7.33,51323
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",TV,12,Currently Airing,Fall 2020,Light novel,23,None,6.92,11050
Photokano,TV,13,Finished Airing,Spring 2013,Visual novel,23,PG-13 - Teens 13 or older,6.23,35182
Kyou kara Maou!,TV,78,Finished Airing,Spring 2004,Light novel,25,PG-13 - Teens 13 or older,7.72,29968
Mobile Suit Gundam SEED Destiny,TV,50,Finished Airing,Fall 2004,Original,24,R - 17+ (violence & profanity),7.23,52825
Boogiepop wa Warawanai,TV,12,Finished Airing,Winter 2000,Light novel,24,R+ - Mild Nudity,7.17,23091
Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,Movie,1,Finished Airing,,Manga,50,PG-13 - Teens 13 or older,5.94,54182
Fate/kaleid liner Prisma☆Illya 3rei!!,TV,12,Finished Airing,Summer 2016,Manga,24,PG-13 - Teens 13 or older,7.57,42596
Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,Special,1,Finished Airing,,Light novel,23,PG-13 - Teens 13 or older,7.05,49954
Cardcaptor Sakura: Clear Card-hen,TV,22,Finished Airing,Winter 2018,Manga,25,PG - Children,7.67,27156
Hachimitsu to Clover II,TV,12,Finished Airing,Summer 2006,Manga,23,PG-13 - Teens 13 or older,8.27,45652
Full Moon wo Sagashite,TV,52,Finished Airing,Spring 2002,Manga,24,PG-13 - Teens 13 or older,7.97,37058
Shokugeki no Souma OVA,OVA,2,Finished Airing,,Manga,25,PG-13 - Teens 13 or older,7.38,41526
Aishiteruze Baby★★,TV,26,Finished Airing,Spring 2004,Manga,25,PG-13 - Teens 13 or older,7.49,45055
Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,Movie,1,Finished Airing,,Manga,51,PG-13 - Teens 13 or older,6.61,53629
Akkun to Kanojo,TV,25,Finished Airing,Spring 2018,Manga,3,PG-13 - Teens 13 or older,6.83,34576
Gi(a)rlish Number,TV,12,Finished Airing,Fall 2016,Original,24,PG-13 - Teens 13 or older,6.89,30120
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,Movie,1,Finished Airing,,Manga,50,PG-13 - Teens 13 or older,7.14,54123
Cop Craft,TV,12,Finished Airing,Summer 2019,Light novel,23,R - 17+ (violence & profanity),6.76,34487
Sunohara-sou no Kanrinin-san,TV,12,Finished Airing,Summer 2018,4-koma manga,23,PG-13 - Teens 13 or older,6.89,30093
Gunjou no Magmell,TV,13,Finished Airing,Spring 2019,Manga,24,PG-13 - Teens 13 or older,6.02,33867
"Kuroshitsuji: Sono Shitsuji, Kougyou",Special,1,Finished Airing,,Manga,26,PG-13 - Teens 13 or older,7.55,45442
Rewrite 2nd Season,TV,11,Finished Airing,Winter 2017,Visual novel,24,PG-13 - Teens 13 or older,7.29,37387
Mahou Shoujo Lyrical Nanoha,TV,13,Finished Airing,Fall 2004,Original,25,PG-13 - Teens 13 or older,7.43,35649
Sankarea OVA,OVA,2,Finished Airing,,Manga,24,R+ - Mild Nudity,7.27,47686
Itou Junji: Collection,TV,12,Finished Airing,Winter 2018,Manga,24,R - 17+ (violence & profanity),6.16,34955
Chain Chronicle: Haecceitas no Hikari,TV,12,Finished Airing,Winter 2017,Game,24,PG-13 - Teens 13 or older,6.69,27312
Persona 3 the Movie 1: Spring of Birth,Movie,1,Finished Airing,,Game,98,R - 17+ (violence & profanity),7.61,43802
Dog Days&#039;,TV,13,Finished Airing,Summer 2012,Original,23,PG-13 - Teens 13 or older,7.12,44759
Manaria Friends,TV,10,Finished Airing,Winter 2019,Card game,15,PG-13 - Teens 13 or older,6.63,21256
Katsute Kami Datta Kemono-tachi e,TV,12,Finished Airing,Summer 2019,Manga,23,R - 17+ (violence & profanity),6.43,32392
Jigoku Shoujo Mitsuganae,TV,26,Finished Airing,Fall 2008,Original,24,R - 17+ (violence & profanity),7.65,34169
Dance with Devils,TV,12,Finished Airing,Fall 2015,Original,23,R - 17+ (violence & profanity),6.41,36770
Nobunaga the Fool,TV,24,Finished Airing,Winter 2014,Other,24,R - 17+ (violence & profanity),6.7,29459
Nanbaka 2,ONA,12,Finished Airing,,Web manga,23,PG-13 - Teens 13 or older,7.52,41576
Hanbun no Tsuki ga Noboru Sora,TV,6,Finished Airing,Winter 2006,Light novel,24,PG-13 - Teens 13 or older,7.54,43017
