title,series_type,episodes,status,premiered,source,duration,rating,score,votes
Hanamonogatari,TV,5,Finished Airing,Summer 2014,Light novel,25,R - 17+ (violence & profanity),8.01,167004
Hajimete no Gal,TV,10,Finished Airing,Summer 2017,Manga,23,R+ - Mild Nudity,6.34,156934
D-Frag!,TV,12,Finished Airing,Winter 2014,Manga,24,PG-13 - Teens 13 or older,7.6,153995
"Kanojo, Okarishimasu",TV,12,Finished Airing,Summer 2020,Manga,24,PG-13 - Teens 13 or older,7.37,142001
Arifureta Shokugyou de Sekai Saikyou,TV,13,Finished Airing,Summer 2019,Light novel,23,PG-13 - Teens 13 or older,6.5,148359
Demi-chan wa Kataritai,TV,12,Finished Airing,Winter 2017,Manga,23,PG-13 - Teens 13 or older,7.65,154478
Hitsugi no Chaika,TV,12,Finished Airing,Spring 2014,Light novel,24,R - 17+ (violence & profanity),7.3,137429
Hidan no Aria,TV,12,Finished Airing,Spring 2011,Light novel,24,PG-13 - Teens 13 or older,6.91,155364
Shokugeki no Souma: Shin no Sara,TV,12,Finished Airing,Fall 2019,Manga,24,PG-13 - Teens 13 or older,7.79,147759
Black★Rock Shooter (TV),TV,8,Finished Airing,Winter 2012,Other,23,PG-13 - Teens 13 or older,6.87,147199
Tsukimonogatari,TV,4,Finished Airing,Fall 2014,Light novel,24,R - 17+ (violence & profanity),8.15,164318
Ano Natsu de Matteru,TV,12,Finished Airing,Winter 2012,Original,23,PG-13 - Teens 13 or older,7.51,140152
Bokura wa Minna Kawai-sou,TV,12,Finished Airing,Spring 2014,Manga,24,PG-13 - Teens 13 or older,7.74,150171
Durarara!!x2 Ten,TV,12,Finished Airing,Summer 2015,Light novel,24,R - 17+ (violence & profanity),8.02,149603
Gakusen Toshi Asterisk 2nd Season,TV,12,Finished Airing,Spring 2016,Light novel,24,PG-13 - Teens 13 or older,7.12,165322
Arslan Senki (TV),TV,25,Finished Airing,Spring 2015,Manga,24,R - 17+ (violence & profanity),7.72,126084
Vampire Knight: Guilty,TV,13,Finished Airing,Fall 2008,Manga,24,PG-13 - Teens 13 or older,7.25,177684
Air Gear,TV,25,Finished Airing,Spring 2006,Manga,24,R+ - Mild Nudity,7.54,148353
Zombieland Saga,TV,12,Finished Airing,Fall 2018,Original,23,R - 17+ (violence & profanity),7.55,133020
Grisaia no Rakuen,TV,10,Finished Airing,Spring 2015,Visual novel,24,R+ - Mild Nudity,7.89,156852
Kenja no Mago,TV,12,Finished Airing,Spring 2019,Light novel,23,PG-13 - Teens 13 or older,6.56,152617
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,TV,13,Finished Airing,Summer 2012,Light novel,24,PG-13 - Teens 13 or older,7.08,156632
Boruto: Naruto the Movie,Movie,1,Finished Airing,,Manga,95,PG-13 - Teens 13 or older,7.55,181609
Saiki Kusuo no Ψ-nan 2,TV,24,Finished Airing,Winter 2018,Manga,24,PG-13 - Teens 13 or older,8.51,157889
IS: Infinite Stratos 2,TV,12,Finished Airing,Fall 2013,Light novel,24,PG-13 - Teens 13 or older,6.59,162534
Rainbow: Nisha Rokubou no Shichinin,TV,26,Finished Airing,Spring 2010,Manga,22,R - 17+ (violence & profanity),8.52,111128
Bakemono no Ko,Movie,1,Finished Airing,,Original,119,PG-13 - Teens 13 or older,8.35,154903
Free!: Eternal Summer,TV,13,Finished Airing,Summer 2014,Original,24,PG-13 - Teens 13 or older,7.7,155282
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,TV,12,Finished Airing,Spring 2017,Light novel,25,PG-13 - Teens 13 or older,7.07,127839
Yojouhan Shinwa Taikei,TV,11,Finished Airing,Spring 2010,Novel,23,R - 17+ (violence & profanity),8.61,92744
Tanaka-kun wa Itsumo Kedaruge,TV,12,Finished Airing,Spring 2016,Web manga,24,PG-13 - Teens 13 or older,7.92,128217
Special A,TV,24,Finished Airing,Spring 2008,Manga,24,PG-13 - Teens 13 or older,7.58,142407
Kizumonogatari III: Reiketsu-hen,Movie,1,Finished Airing,,Light novel,83,R - 17+ (violence & profanity),8.82,153439
Panty &amp; Stocking with Garterbelt,TV,13,Finished Airing,Fall 2010,Original,23,R - 17+ (violence & profanity),7.73,138717
Shaman King,TV,64,Finished Airing,Summer 2001,Manga,23,PG-13 - Teens 13 or older,7.78,148517
Fairy Tail: Final Series,TV,51,Finished Airing,Fall 2018,Manga,23,PG-13 - Teens 13 or older,7.58,106123
Shingeki no Kyojin: Kuinaki Sentaku,OVA,2,Finished Airing,,Visual novel,27,R - 17+ (violence & profanity),8.37,158398
Houseki no Kuni (TV),TV,12,Finished Airing,Fall 2017,Manga,24,PG-13 - Teens 13 or older,8.42,119205
Mikakunin de Shinkoukei,TV,12,Finished Airing,Winter 2014,4-koma manga,23,PG-13 - Teens 13 or older,7.45,132246
Kizumonogatari II: Nekketsu-hen,Movie,1,Finished Airing,,Light novel,64,R - 17+ (violence & profanity),8.62,159168
Durarara!!x2 Ketsu,TV,12,Finished Airing,Winter 2016,Light novel,24,R - 17+ (violence & profanity),8.12,134000
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Movie,1,Finished Airing,,Light novel,90,PG-13 - Teens 13 or older,8.7,154054
Ishuzoku Reviewers,TV,12,Finished Airing,Winter 2020,Manga,23,R+ - Mild Nudity,7.62,140891
High School DxD Hero,TV,12,Finished Airing,Spring 2018,Light novel,23,R+ - Mild Nudity,7.3,129461
Arakawa Under the Bridge,TV,13,Finished Airing,Spring 2010,Manga,24,PG-13 - Teens 13 or older,7.61,119286
Keijo!!!!!!!!,TV,12,Finished Airing,Fall 2016,Manga,23,PG-13 - Teens 13 or older,7.06,128864
Bakuman. 2nd Season,TV,25,Finished Airing,Fall 2011,Manga,24,PG-13 - Teens 13 or older,8.41,164453
Jigoku Shoujo,TV,26,Finished Airing,Fall 2005,Original,25,R - 17+ (violence & profanity),7.65,101182
Kekkai Sensen &amp; Beyond,TV,12,Finished Airing,Fall 2017,Manga,24,R - 17+ (violence & profanity),7.91,118953
Sayonara Zetsubou Sensei,TV,12,Finished Airing,Summer 2007,Manga,24,R - 17+ (violence & profanity),7.91,103999
Suisei no Gargantia,TV,13,Finished Airing,Spring 2013,Original,23,PG-13 - Teens 13 or older,7.52,145824
Gantz,TV,13,Finished Airing,Spring 2004,Manga,22,R+ - Mild Nudity,7.07,137261
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Movie,1,Finished Airing,,Original,116,PG-13 - Teens 13 or older,8.44,161029
Non Non Biyori,TV,12,Finished Airing,Fall 2013,Manga,24,PG-13 - Teens 13 or older,7.96,113839
Toaru Kagaku no Railgun S,TV,24,Finished Airing,Spring 2013,Manga,24,R - 17+ (violence & profanity),8.07,139867
Amagami SS,TV,25,Finished Airing,Summer 2010,Visual novel,24,PG-13 - Teens 13 or older,7.39,118509
Haiyore! Nyaruko-san,TV,12,Finished Airing,Spring 2012,Light novel,24,PG-13 - Teens 13 or older,7.09,116778
Kuroshitsuji: Book of Circus,TV,10,Finished Airing,Summer 2014,Manga,24,R - 17+ (violence & profanity),8.16,142424
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e",TV,13,Finished Airing,Summer 2020,Light novel,23,R - 17+ (violence & profanity),7.4,126741
Fullmetal Alchemist: The Conqueror of Shamballa,Movie,1,Finished Airing,,Manga,105,PG-13 - Teens 13 or older,7.58,173011
Gokukoku no Brynhildr,TV,13,Finished Airing,Spring 2014,Manga,23,R+ - Mild Nudity,6.94,134916
Tamako Market,TV,12,Finished Airing,Winter 2013,Original,23,PG-13 - Teens 13 or older,7.38,109864
Yu☆Gi☆Oh! Duel Monsters,TV,224,Finished Airing,Spring 2000,Manga,23,PG-13 - Teens 13 or older,7.48,163419
Mirai Nikki: Redial,OVA,1,Finished Airing,,Manga,29,R - 17+ (violence & profanity),7.42,169729
Sakamichi no Apollon,TV,12,Finished Airing,Spring 2012,Manga,22,PG-13 - Teens 13 or older,8.37,125992
To LOVE-Ru Darkness,TV,12,Finished Airing,Fall 2012,Manga,23,R+ - Mild Nudity,7.53,144757
Seireitsukai no Blade Dance,TV,12,Finished Airing,Summer 2014,Light novel,23,PG-13 - Teens 13 or older,6.86,136405
Yuru Yuri,TV,12,Finished Airing,Summer 2011,Manga,23,PG-13 - Teens 13 or older,7.61,119466
Outbreak Company,TV,12,Finished Airing,Fall 2013,Light novel,24,PG-13 - Teens 13 or older,7.33,134422
Mousou Dairinin,TV,13,Finished Airing,Winter 2004,Original,24,R+ - Mild Nudity,7.69,105398
School Rumble,TV,26,Finished Airing,Fall 2004,Manga,23,PG-13 - Teens 13 or older,7.95,119762
Shingeki no Kyojin OVA,OVA,3,Finished Airing,,Manga,23,R - 17+ (violence & profanity),7.82,148871
Yuru Camp△,TV,12,Finished Airing,Winter 2018,Manga,23,PG-13 - Teens 13 or older,8.27,111479
Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,OVA,4,Finished Airing,,Visual novel,29,R - 17+ (violence & profanity),6.63,155169
Shakugan no Shana II (Second),TV,24,Finished Airing,Fall 2007,Light novel,24,PG-13 - Teens 13 or older,7.62,146705
Kaze no Tani no Nausicaä,Movie,1,Finished Airing,,Manga,117,PG-13 - Teens 13 or older,8.41,163082
Kami nomi zo Shiru Sekai: Megami-hen,TV,12,Finished Airing,Summer 2013,Manga,24,PG-13 - Teens 13 or older,8.1,149219
Seto no Hanayome,TV,26,Finished Airing,Spring 2007,Manga,24,PG-13 - Teens 13 or older,7.77,112035
Wolf&#039;s Rain,TV,26,Finished Airing,Winter 2003,Original,23,PG-13 - Teens 13 or older,7.83,106465
Darwin&#039;s Game,TV,11,Finished Airing,Winter 2020,Manga,26,R - 17+ (violence & profanity),7.35,121861
Freezing,TV,12,Finished Airing,Winter 2011,Manga,24,R+ - Mild Nudity,6.93,138594
Phantom: Requiem for the Phantom,TV,26,Finished Airing,Spring 2009,Visual novel,24,R - 17+ (violence & profanity),8.02,100845
Danna ga Nani wo Itteiru ka Wakaranai Ken,TV,13,Finished Airing,Fall 2014,4-koma manga,3,PG-13 - Teens 13 or older,7.4,139685
Quanzhi Gaoshou,ONA,12,Finished Airing,,Novel,24,PG-13 - Teens 13 or older,8.01,119808
Cowboy Bebop: Tengoku no Tobira,Movie,1,Finished Airing,,Original,115,R - 17+ (violence & profanity),8.39,150556
Watashi ga Motete Dousunda,TV,12,Finished Airing,Fall 2016,Manga,23,PG-13 - Teens 13 or older,7.14,120683
Ben-To,TV,12,Finished Airing,Fall 2011,Light novel,24,PG-13 - Teens 13 or older,7.3,132262
Bishoujo Senshi Sailor Moon,TV,46,Finished Airing,Spring 1992,Manga,24,PG-13 - Teens 13 or older,7.68,125021
Jormungand,TV,12,Finished Airing,Spring 2012,Manga,24,R+ - Mild Nudity,7.86,112453
Koi to Uso,TV,12,Finished Airing,Summer 2017,Manga,24,PG-13 - Teens 13 or older,6.61,117547
Aldnoah.Zero 2nd Season,TV,12,Finished Airing,Winter 2015,Original,23,R - 17+ (violence & profanity),7.01,155866
Bakuman. 3rd Season,TV,25,Finished Airing,Fall 2012,Manga,24,PG-13 - Teens 13 or older,8.6,148738
Saijaku Muhai no Bahamut,TV,12,Finished Airing,Winter 2016,Light novel,23,PG-13 - Teens 13 or older,6.66,124326
Isekai Quartet,TV,12,Finished Airing,Spring 2019,Original,12,PG-13 - Teens 13 or older,7.48,128293
Shinmai Maou no Testament Burst,TV,10,Finished Airing,Fall 2015,Light novel,23,R+ - Mild Nudity,6.94,135857
Tales of Zestiria the Cross,TV,12,Finished Airing,Summer 2016,Game,23,PG-13 - Teens 13 or older,7.33,108288
Azumanga Daioh,TV,26,Finished Airing,Spring 2002,4-koma manga,24,PG-13 - Teens 13 or older,7.98,114285
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,TV,12,Finished Airing,Spring 2017,Light novel,24,PG-13 - Teens 13 or older,7.75,121399
Sword Art Online: Alicization - War of Underworld 2nd Season,TV,11,Finished Airing,Summer 2020,Light novel,24,PG-13 - Teens 13 or older,7.44,105023
Air,TV,12,Finished Airing,Winter 2005,Visual novel,24,PG-13 - Teens 13 or older,7.33,131558
Seikon no Qwaser,TV,24,Finished Airing,Winter 2010,Manga,24,R+ - Mild Nudity,6.48,94664
Machine-Doll wa Kizutsukanai,TV,12,Finished Airing,Fall 2013,Light novel,23,R+ - Mild Nudity,7.17,122115
ChäoS;HEAd,TV,12,Finished Airing,Fall 2008,Visual novel,27,R - 17+ (violence & profanity),6.38,133318
Hundred,TV,12,Finished Airing,Spring 2016,Light novel,24,PG-13 - Teens 13 or older,6.4,125478
Little Witch Academia,Movie,1,Finished Airing,,Original,26,PG-13 - Teens 13 or older,7.86,144433
Nodame Cantabile,TV,23,Finished Airing,Winter 2007,Manga,22,PG-13 - Teens 13 or older,8.34,105534
Space☆Dandy,TV,13,Finished Airing,Winter 2014,Original,24,PG-13 - Teens 13 or older,7.88,106487
Afro Samurai,TV,5,Finished Airing,Spring 2007,Original,27,R+ - Mild Nudity,7.36,139931
Hanasaku Iroha,TV,26,Finished Airing,Spring 2011,Original,24,PG-13 - Teens 13 or older,7.96,100727
Shelter,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Oct 18, 2016
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
          <a href=""/anime/producer/213/Half_HP_Studio"" title=""Half H.P Studio"">Half H.P Studio</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
          <a href=""/anime/producer/1468/Crunchyroll"" title=""Crunchyroll"">Crunchyroll</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
          <a href=""/anime/producer/56/A-1_Pictures"" title=""A-1 Pictures"">A-1 Pictures</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Music
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Sci-Fi</span><a href=""/anime/genre/24/Sci-Fi"" title=""Sci-Fi"">Sci-Fi</a>,     <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music",1,Finished Airing,,Music,6,G - All Ages,8.35,168159
Devil May Cry,TV,12,Finished Airing,Summer 2007,Game,24,R - 17+ (violence & profanity),7.0,137380
Madan no Ou to Vanadis,TV,13,Finished Airing,Fall 2014,Light novel,24,R - 17+ (violence & profanity),7.2,127041
Evangelion: 3.0 You Can (Not) Redo,Movie,1,Finished Airing,,Original,96,PG-13 - Teens 13 or older,7.59,137456
Kotoura-san,TV,12,Finished Airing,Winter 2013,4-koma manga,23,PG-13 - Teens 13 or older,7.25,129935
Asobi Asobase,TV,12,Finished Airing,Summer 2018,Manga,23,PG-13 - Teens 13 or older,8.19,112538
Owarimonogatari 2nd Season,TV,7,Finished Airing,Summer 2017,Light novel,22,R - 17+ (violence & profanity),8.93,109496
Full Metal Panic? Fumoffu,TV,12,Finished Airing,Summer 2003,Light novel,24,PG-13 - Teens 13 or older,8.08,149349
Stranger: Mukou Hadan,Movie,1,Finished Airing,,Original,103,R - 17+ (violence & profanity),8.32,126379
Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,OVA,1,Finished Airing,,Light novel,23,PG-13 - Teens 13 or older,7.86,154950
Bungou Stray Dogs 3rd Season,TV,12,Finished Airing,Spring 2019,Manga,23,R - 17+ (violence & profanity),8.16,112607
Dragon Ball Kai,TV,97,Finished Airing,Spring 2009,Manga,23,PG-13 - Teens 13 or older,7.75,142938
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",Special,1,Finished Airing,,Visual novel,25,PG-13 - Teens 13 or older,8.01,163751
Renai Boukun,TV,12,Finished Airing,Spring 2017,Web manga,23,PG-13 - Teens 13 or older,6.73,114692
Motto To LOVE-Ru,TV,12,Finished Airing,Fall 2010,Manga,24,R+ - Mild Nudity,7.36,142109
Dimension W,TV,12,Finished Airing,Winter 2016,Manga,24,R - 17+ (violence & profanity),7.23,112791
Code:Breaker,TV,13,Finished Airing,Fall 2012,Manga,24,R - 17+ (violence & profanity),6.82,119127
Enen no Shouboutai: Ni no Shou,TV,24,Currently Airing,Summer 2020,Manga,24,PG-13 - Teens 13 or older,7.77,50399
Ping Pong the Animation,TV,11,Finished Airing,Spring 2014,Manga,23,PG-13 - Teens 13 or older,8.63,115361
Beck,TV,26,Finished Airing,Fall 2004,Manga,25,R - 17+ (violence & profanity),8.32,106337
C: The Money of Soul and Possibility Control,TV,11,Finished Airing,Spring 2011,Original,22,PG-13 - Teens 13 or older,7.26,121242
Redline,Movie,1,Finished Airing,,Original,102,R+ - Mild Nudity,8.29,135585
Isshuukan Friends.,TV,12,Finished Airing,Spring 2014,4-koma manga,23,PG-13 - Teens 13 or older,7.58,115578
Kiss x Sis,OVA,12,Finished Airing,,Manga,24,R+ - Mild Nudity,6.94,124787
Denpa Onna to Seishun Otoko,TV,12,Finished Airing,Spring 2011,Light novel,24,PG-13 - Teens 13 or older,7.19,103210
K: Return of Kings,TV,13,Finished Airing,Fall 2015,Original,24,PG-13 - Teens 13 or older,7.65,111449
Jujutsu Kaisen (TV),TV,24,Currently Airing,Fall 2020,Manga,23,R - 17+ (violence & profanity),8.28,41801
Acchi Kocchi (TV),TV,12,Finished Airing,Spring 2012,4-koma manga,25,PG-13 - Teens 13 or older,7.52,109761
Mawaru Penguindrum,TV,24,Finished Airing,Summer 2011,Original,24,R - 17+ (violence & profanity),7.99,87141
Busou Shoujo Machiavellianism,TV,12,Finished Airing,Spring 2017,Manga,23,PG-13 - Teens 13 or older,6.99,123701
xxxHOLiC,TV,24,Finished Airing,Spring 2006,Manga,24,PG-13 - Teens 13 or older,8.02,92510
Sora no Otoshimono: Forte,TV,12,Finished Airing,Fall 2010,Manga,23,PG-13 - Teens 13 or older,7.58,139163
Hamatora The Animation,TV,12,Finished Airing,Winter 2014,Original,24,R - 17+ (violence & profanity),7.32,102131
Ore wo Suki nano wa Omae dake ka yo,TV,12,Finished Airing,Fall 2019,Light novel,23,PG-13 - Teens 13 or older,7.42,121019
Noragami OVA,OVA,2,Finished Airing,,Manga,24,PG-13 - Teens 13 or older,7.78,134574
3-gatsu no Lion 2nd Season,TV,22,Finished Airing,Fall 2017,Manga,25,PG-13 - Teens 13 or older,9.02,111610
Densetsu no Yuusha no Densetsu,TV,24,Finished Airing,Summer 2010,Light novel,24,R - 17+ (violence & profanity),7.62,109217
Berserk,TV,12,Finished Airing,Summer 2016,Manga,24,R+ - Mild Nudity,6.45,107065
Nejimaki Seirei Senki: Tenkyou no Alderamin,TV,13,Finished Airing,Summer 2016,Light novel,23,R - 17+ (violence & profanity),7.76,116668
Oda Nobuna no Yabou,TV,12,Finished Airing,Summer 2012,Light novel,24,PG-13 - Teens 13 or older,7.49,115670
Shuffle!,TV,24,Finished Airing,Summer 2005,Visual novel,23,R+ - Mild Nudity,7.11,112945
Detective Conan,TV,,Currently Airing,Winter 1996,Manga,25,PG-13 - Teens 13 or older,8.17,109768
Blood-C,TV,12,Finished Airing,Summer 2011,Manga,23,R - 17+ (violence & profanity),6.58,100021
Highschool of the Dead: Drifters of the Dead,OVA,1,Finished Airing,,Manga,16,R+ - Mild Nudity,6.65,145376
Golden Boy,OVA,6,Finished Airing,,Manga,29,R+ - Mild Nudity,8.02,129850
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,TV,12,Finished Airing,Summer 2016,Game,24,R - 17+ (violence & profanity),7.4,115748
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,TV,12,Finished Airing,Winter 2020,Light novel,23,PG-13 - Teens 13 or older,7.62,117366
Shijou Saikyou no Deshi Kenichi,TV,50,Finished Airing,Fall 2006,Manga,25,PG-13 - Teens 13 or older,8.13,120914
Sword Art Online: Extra Edition,Special,1,Finished Airing,,Light novel,101,PG-13 - Teens 13 or older,6.64,139808
Gyakkyou Burai Kaiji: Ultimate Survivor,TV,26,Finished Airing,Fall 2007,Manga,23,R - 17+ (violence & profanity),8.28,106127
Kyokou Suiri,TV,12,Finished Airing,Winter 2020,Manga,24,R - 17+ (violence & profanity),7.0,92219
Bokutachi wa Benkyou ga Dekinai,TV,13,Finished Airing,Spring 2019,Manga,23,PG-13 - Teens 13 or older,7.34,113138
Ookami-san to Shichinin no Nakama-tachi,TV,12,Finished Airing,Summer 2010,Light novel,24,PG-13 - Teens 13 or older,7.24,108244
Kämpfer,TV,12,Finished Airing,Fall 2009,Light novel,24,R+ - Mild Nudity,6.48,117594
Gleipnir,TV,13,Finished Airing,Spring 2020,Manga,23,R - 17+ (violence & profanity),7.05,88103
World Trigger,TV,73,Finished Airing,Fall 2014,Manga,23,PG-13 - Teens 13 or older,7.58,69001
Akagami no Shirayuki-hime 2nd Season,TV,12,Finished Airing,Winter 2016,Manga,24,PG-13 - Teens 13 or older,8.02,122756
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,TV,12,Finished Airing,Fall 2013,Light novel,24,R+ - Mild Nudity,6.92,102141
Kanon (2006),TV,24,Finished Airing,Fall 2006,Visual novel,24,PG-13 - Teens 13 or older,8.02,115800
Little Busters!,TV,26,Finished Airing,Fall 2012,Visual novel,24,PG-13 - Teens 13 or older,7.53,82630
Fate/stay night: Unlimited Blade Works Prologue,Special,1,Finished Airing,,Visual novel,51,PG-13 - Teens 13 or older,8.12,139718
Amnesia,TV,12,Finished Airing,Winter 2013,Visual novel,23,PG-13 - Teens 13 or older,6.11,110841
Taimadou Gakuen 35 Shiken Shoutai,TV,12,Finished Airing,Fall 2015,Light novel,23,R - 17+ (violence & profanity),6.92,107201
Kamisama Hajimemashita◎,TV,12,Finished Airing,Winter 2015,Manga,23,PG-13 - Teens 13 or older,8.17,121158
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,TV,12,Finished Airing,Fall 2012,Light novel,24,R+ - Mild Nudity,6.56,100953
Black Cat (TV),TV,23,Finished Airing,Fall 2005,Manga,24,PG-13 - Teens 13 or older,7.39,105712
Witch Craft Works,TV,12,Finished Airing,Winter 2014,Manga,23,PG-13 - Teens 13 or older,7.09,106649
Diabolik Lovers,TV,12,Finished Airing,Fall 2013,Visual novel,15,R - 17+ (violence & profanity),5.35,120603
Seiken Tsukai no World Break,TV,12,Finished Airing,Winter 2015,Light novel,24,R - 17+ (violence & profanity),6.95,114117
Tokyo Magnitude 8.0,TV,11,Finished Airing,Summer 2009,Original,22,PG-13 - Teens 13 or older,8.07,93944
Tamako Love Story,Movie,1,Finished Airing,,Original,83,PG-13 - Teens 13 or older,8.01,102723
Full Metal Panic! The Second Raid,TV,13,Finished Airing,Summer 2005,Light novel,24,R - 17+ (violence & profanity),7.97,128089
One Punch Man: Road to Hero,OVA,1,Finished Airing,,Web manga,24,R - 17+ (violence & profanity),7.75,128818
K-On! Movie,Movie,1,Finished Airing,,4-koma manga,110,PG-13 - Teens 13 or older,8.34,128399
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,OVA,4,Finished Airing,,Manga,30,R - 17+ (violence & profanity),8.73,111348
Maji de Watashi ni Koi Shinasai!,TV,12,Finished Airing,Fall 2011,Visual novel,23,PG-13 - Teens 13 or older,6.8,94832
Gin no Saji,TV,11,Finished Airing,Summer 2013,Manga,23,PG-13 - Teens 13 or older,8.12,100502
Angel Beats! Specials,Special,2,Finished Airing,,Original,27,PG-13 - Teens 13 or older,7.63,129236
Itazura na Kiss,TV,25,Finished Airing,Spring 2008,Manga,24,PG-13 - Teens 13 or older,7.55,113543
Love Hina,TV,24,Finished Airing,Spring 2000,Manga,23,PG-13 - Teens 13 or older,7.15,113973
Jibaku Shounen Hanako-kun,TV,12,Finished Airing,Winter 2020,Manga,24,PG-13 - Teens 13 or older,7.76,91445
Kokoro ga Sakebitagatterunda.,Movie,1,Finished Airing,,Original,119,PG-13 - Teens 13 or older,8.0,103221
ReLIFE: Kanketsu-hen,Special,4,Finished Airing,,Web manga,23,PG-13 - Teens 13 or older,8.24,121922
Soredemo Sekai wa Utsukushii,TV,12,Finished Airing,Spring 2014,Manga,22,PG-13 - Teens 13 or older,7.69,100224
Nyan Koi!,TV,12,Finished Airing,Fall 2009,Manga,24,PG-13 - Teens 13 or older,7.21,112889
Amaama to Inazuma,TV,12,Finished Airing,Summer 2016,Manga,24,PG-13 - Teens 13 or older,7.53,94910
ef: A Tale of Memories.,TV,12,Finished Airing,Fall 2007,Visual novel,24,PG-13 - Teens 13 or older,7.96,93003
Akuma no Riddle,TV,12,Finished Airing,Spring 2014,Manga,23,R - 17+ (violence & profanity),6.65,101081
Hetalia Axis Powers,ONA,52,Finished Airing,,Web manga,5,PG-13 - Teens 13 or older,7.43,98458
Saenai Heroine no Sodatekata ♭,TV,11,Finished Airing,Spring 2017,Light novel,22,PG-13 - Teens 13 or older,7.8,102952
Bleach Movie 1: Memories of Nobody,Movie,1,Finished Airing,,Manga,93,PG-13 - Teens 13 or older,7.46,136387
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Movie,1,Finished Airing,,Original,115,PG-13 - Teens 13 or older,8.46,88201
Mushishi Zoku Shou,TV,10,Finished Airing,Spring 2014,Manga,24,PG-13 - Teens 13 or older,8.73,85099
Nurarihyon no Mago,TV,24,Finished Airing,Summer 2010,Manga,24,PG-13 - Teens 13 or older,7.67,92324
Nanbaka,TV,13,Finished Airing,Fall 2016,Web manga,23,PG-13 - Teens 13 or older,7.35,87306
Girls &amp; Panzer,TV,12,Finished Airing,Fall 2012,Original,24,PG-13 - Teens 13 or older,7.57,102846
Darker than Black: Kuro no Keiyakusha Gaiden,Special,4,Finished Airing,,Original,24,R - 17+ (violence & profanity),7.98,120213
Juuni Taisen,TV,12,Finished Airing,Fall 2017,Novel,24,R - 17+ (violence & profanity),6.56,101881
Shoujo Shuumatsu Ryokou,TV,12,Finished Airing,Fall 2017,Web manga,23,PG-13 - Teens 13 or older,8.19,76840
Ajin 2nd Season,TV,13,Finished Airing,Fall 2016,Manga,24,R - 17+ (violence & profanity),7.71,119289
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,OVA,1,Finished Airing,,Light novel,28,PG-13 - Teens 13 or older,8.08,122399
Persona 4 the Animation,TV,25,Finished Airing,Fall 2011,Game,25,PG-13 - Teens 13 or older,7.53,96558
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",Special,1,Finished Airing,,Visual novel,24,PG-13 - Teens 13 or older,7.87,136305
Mangaka-san to Assistant-san to The Animation,TV,12,Finished Airing,Spring 2014,4-koma manga,13,PG-13 - Teens 13 or older,7.2,101180
Kino no Tabi: The Beautiful World,TV,13,Finished Airing,Spring 2003,Light novel,24,R - 17+ (violence & profanity),8.35,68433
Shouwa Genroku Rakugo Shinjuu,TV,13,Finished Airing,Winter 2016,Manga,26,PG-13 - Teens 13 or older,8.6,69004
Ginga Eiyuu Densetsu,OVA,110,Finished Airing,,Novel,26,R - 17+ (violence & profanity),9.1,47618
Skip Beat!,TV,25,Finished Airing,Fall 2008,Manga,24,PG-13 - Teens 13 or older,8.15,111244
Working&#039;!!,TV,13,Finished Airing,Fall 2011,4-koma manga,24,PG-13 - Teens 13 or older,7.89,121528
Mahoutsukai no Yome: Hoshi Matsu Hito,OVA,3,Finished Airing,,Manga,23,PG-13 - Teens 13 or older,8.15,91363
Karigurashi no Arrietty,Movie,1,Finished Airing,,Novel,94,G - All Ages,7.97,129524
