title,genre
FLCL,Parody
FLCL,Dementia
FLCL,Psychological
FLCL,Mecha
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Action
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Adventure
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Fantasy
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Military
Sword Art Online: Alicization,Action
Sword Art Online: Alicization,Game
Sword Art Online: Alicization,Adventure
Sword Art Online: Alicization,Romance
Sword Art Online: Alicization,Fantasy
K,Action
K,Mystery
K,Super Power
K,Supernatural
Trinity Seven,Action
Trinity Seven,Harem
Trinity Seven,Comedy
Trinity Seven,Supernatural
Trinity Seven,Magic
Trinity Seven,Romance
Trinity Seven,Ecchi
Trinity Seven,Fantasy
Trinity Seven,School
Trinity Seven,Shounen
Koutetsujou no Kabaneri,Action
Koutetsujou no Kabaneri,Horror
Koutetsujou no Kabaneri,Supernatural
Koutetsujou no Kabaneri,Drama
Koutetsujou no Kabaneri,Fantasy
Danshi Koukousei no Nichijou,Slice of Life
Danshi Koukousei no Nichijou,Comedy
Danshi Koukousei no Nichijou,School
Monster,Drama
Monster,Horror
Monster,Mystery
Monster,Police
Monster,Psychological
Monster,Seinen
Monster,Thriller
No Game No Life: Zero,Game
No Game No Life: Zero,Supernatural
No Game No Life: Zero,Drama
No Game No Life: Zero,Romance
No Game No Life: Zero,Fantasy
Fate/stay night: Unlimited Blade Works 2nd Season,Action
Fate/stay night: Unlimited Blade Works 2nd Season,Fantasy
Fate/stay night: Unlimited Blade Works 2nd Season,Magic
Fate/stay night: Unlimited Blade Works 2nd Season,Supernatural
Youjo Senki,Action
Youjo Senki,Military
Youjo Senki,Magic
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,Action
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,Adventure
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,Supernatural
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,Drama
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,Shounen
D.Gray-man,Action
D.Gray-man,Adventure
D.Gray-man,Comedy
D.Gray-man,Super Power
D.Gray-man,Demons
D.Gray-man,Shounen
Vinland Saga,Action
Vinland Saga,Adventure
Vinland Saga,Drama
Vinland Saga,Historical
Vinland Saga,Seinen
Great Teacher Onizuka,Slice of Life
Great Teacher Onizuka,Comedy
Great Teacher Onizuka,Drama
Great Teacher Onizuka,School
Great Teacher Onizuka,Shounen
Ore no Imouto ga Konnani Kawaii Wake ga Nai,Slice of Life
Ore no Imouto ga Konnani Kawaii Wake ga Nai,Comedy
InuYasha,Action
InuYasha,Adventure
InuYasha,Comedy
InuYasha,Historical
InuYasha,Demons
InuYasha,Supernatural
InuYasha,Magic
InuYasha,Romance
InuYasha,Fantasy
InuYasha,Shounen
Devilman: Crybaby,Action
Devilman: Crybaby,Dementia
Devilman: Crybaby,Demons
Devilman: Crybaby,Horror
Devilman: Crybaby,Supernatural
Akatsuki no Yona,Action
Akatsuki no Yona,Adventure
Akatsuki no Yona,Comedy
Akatsuki no Yona,Fantasy
Akatsuki no Yona,Romance
Akatsuki no Yona,Shoujo
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,Action
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,Adventure
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,Comedy
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,Supernatural
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,Drama
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,Shounen
Kuroko no Basket 2nd Season,Comedy
Kuroko no Basket 2nd Season,Sports
Kuroko no Basket 2nd Season,School
Kuroko no Basket 2nd Season,Shounen
Nisemonogatari,Mystery
Nisemonogatari,Comedy
Nisemonogatari,Supernatural
Nisemonogatari,Ecchi
Steins;Gate 0,Sci-Fi
Steins;Gate 0,Thriller
Ao Haru Ride,Comedy
Ao Haru Ride,Drama
Ao Haru Ride,Romance
Ao Haru Ride,School
Ao Haru Ride,Shoujo
Ao Haru Ride,Slice of Life
Free!,Slice of Life
Free!,Comedy
Free!,Sports
Free!,Drama
Free!,School
Trigun,Action
Trigun,Sci-Fi
Trigun,Adventure
Trigun,Comedy
Trigun,Drama
Trigun,Shounen
Kotonoha no Niwa,Slice of Life
Kotonoha no Niwa,Psychological
Kotonoha no Niwa,Drama
Kotonoha no Niwa,Romance
NHK ni Youkoso!,Comedy
NHK ni Youkoso!,Psychological
NHK ni Youkoso!,Drama
NHK ni Youkoso!,Romance
Claymore,Action
Claymore,Adventure
Claymore,Super Power
Claymore,Demons
Claymore,Supernatural
Claymore,Fantasy
Claymore,Shounen
Hellsing,Action
Hellsing,Horror
Hellsing,Supernatural
Hellsing,Vampire
Hellsing,Seinen
Yamada-kun to 7-nin no Majo (TV),Harem
Yamada-kun to 7-nin no Majo (TV),Mystery
Yamada-kun to 7-nin no Majo (TV),Comedy
Yamada-kun to 7-nin no Majo (TV),Supernatural
Yamada-kun to 7-nin no Majo (TV),Romance
Yamada-kun to 7-nin no Majo (TV),School
Yamada-kun to 7-nin no Majo (TV),Shounen
High School DxD BorN,Action
High School DxD BorN,Comedy
High School DxD BorN,Demons
High School DxD BorN,Ecchi
High School DxD BorN,Harem
High School DxD BorN,Romance
High School DxD BorN,School
Rosario to Vampire,Harem
Rosario to Vampire,Comedy
Rosario to Vampire,Romance
Rosario to Vampire,Ecchi
Rosario to Vampire,Vampire
Rosario to Vampire,Fantasy
Rosario to Vampire,School
Rosario to Vampire,Shounen
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,Comedy
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,Ecchi
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,School
Hotarubi no Mori e,Drama
Hotarubi no Mori e,Romance
Hotarubi no Mori e,Shoujo
Hotarubi no Mori e,Supernatural
Hai to Gensou no Grimgar,Action
Hai to Gensou no Grimgar,Adventure
Hai to Gensou no Grimgar,Drama
Hai to Gensou no Grimgar,Fantasy
Akira,Action
Akira,Military
Akira,Sci-Fi
Akira,Adventure
Akira,Horror
Akira,Supernatural
Akira,Seinen
Lucky☆Star,Slice of Life
Lucky☆Star,Comedy
Lucky☆Star,Parody
Lucky☆Star,School
Baka to Test to Shoukanjuu,Comedy
Baka to Test to Shoukanjuu,Romance
Baka to Test to Shoukanjuu,School
Baka to Test to Shoukanjuu,Super Power
Kore wa Zombie Desu ka?,Action
Kore wa Zombie Desu ka?,Comedy
Kore wa Zombie Desu ka?,Ecchi
Kore wa Zombie Desu ka?,Harem
Kore wa Zombie Desu ka?,Magic
Kore wa Zombie Desu ka?,Supernatural
Neon Genesis Evangelion: The End of Evangelion,Sci-Fi
Neon Genesis Evangelion: The End of Evangelion,Dementia
Neon Genesis Evangelion: The End of Evangelion,Psychological
Neon Genesis Evangelion: The End of Evangelion,Drama
Neon Genesis Evangelion: The End of Evangelion,Mecha
Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,Comedy
Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,Psychological
Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,Romance
Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,School
Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,Seinen
Yuri!!! on Ice,Comedy
Yuri!!! on Ice,Sports
Blood Lad,Action
Blood Lad,Comedy
Blood Lad,Demons
Blood Lad,Seinen
Blood Lad,Supernatural
Blood Lad,Vampire
Kiznaiver,Sci-Fi
Kiznaiver,Drama
Kiznaiver,Romance
Monster Musume no Iru Nichijou,Harem
Monster Musume no Iru Nichijou,Comedy
Monster Musume no Iru Nichijou,Romance
Monster Musume no Iru Nichijou,Ecchi
Monster Musume no Iru Nichijou,Fantasy
Monster Musume no Iru Nichijou,Seinen
Sakamoto Desu ga?,Slice of Life
Sakamoto Desu ga?,Comedy
Sakamoto Desu ga?,School
Sakamoto Desu ga?,Seinen
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),Slice of Life
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),Psychological
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),Drama
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),School
School Days,Harem
School Days,Drama
School Days,Romance
School Days,School
Masamune-kun no Revenge,Comedy
Masamune-kun no Revenge,Harem
Masamune-kun no Revenge,Romance
Masamune-kun no Revenge,School
Masamune-kun no Revenge,Shounen
Owari no Seraph: Nagoya Kessen-hen,Action
Owari no Seraph: Nagoya Kessen-hen,Military
Owari no Seraph: Nagoya Kessen-hen,Supernatural
Owari no Seraph: Nagoya Kessen-hen,Drama
Owari no Seraph: Nagoya Kessen-hen,Vampire
Owari no Seraph: Nagoya Kessen-hen,Shounen
Kami nomi zo Shiru Sekai,Comedy
Kami nomi zo Shiru Sekai,Harem
Kami nomi zo Shiru Sekai,Romance
Kami nomi zo Shiru Sekai,Shounen
Kami nomi zo Shiru Sekai,Supernatural
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,Slice of Life
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,Comedy
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,School
Overlord III,Action
Overlord III,Magic
Overlord III,Fantasy
Overlord III,Game
Overlord III,Supernatural
Saiki Kusuo no Ψ-nan,Comedy
Saiki Kusuo no Ψ-nan,School
Saiki Kusuo no Ψ-nan,Shounen
Saiki Kusuo no Ψ-nan,Slice of Life
Saiki Kusuo no Ψ-nan,Supernatural
Orange,Sci-Fi
Orange,Drama
Orange,Romance
Orange,School
Orange,Shoujo
Dragon Ball Super,Action
Dragon Ball Super,Adventure
Dragon Ball Super,Comedy
Dragon Ball Super,Super Power
Dragon Ball Super,Martial Arts
Dragon Ball Super,Fantasy
Dragon Ball Super,Shounen
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Psychological
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Drama
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Thriller
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Fantasy
Barakamon,Comedy
Barakamon,Slice of Life
Psycho-Pass 2,Action
Psycho-Pass 2,Sci-Fi
Psycho-Pass 2,Police
Psycho-Pass 2,Psychological
Monogatari Series: Second Season,Mystery
Monogatari Series: Second Season,Comedy
Monogatari Series: Second Season,Supernatural
Monogatari Series: Second Season,Romance
Monogatari Series: Second Season,Vampire
IS: Infinite Stratos,Action
IS: Infinite Stratos,Sci-Fi
IS: Infinite Stratos,Harem
IS: Infinite Stratos,Comedy
IS: Infinite Stratos,Ecchi
IS: Infinite Stratos,Mecha
Chuunibyou demo Koi ga Shitai! Ren,Comedy
Chuunibyou demo Koi ga Shitai! Ren,Drama
Chuunibyou demo Koi ga Shitai! Ren,Romance
Chuunibyou demo Koi ga Shitai! Ren,School
Chuunibyou demo Koi ga Shitai! Ren,Slice of Life
Ao no Exorcist: Kyoto Fujouou-hen,Action
Ao no Exorcist: Kyoto Fujouou-hen,Demons
Ao no Exorcist: Kyoto Fujouou-hen,Supernatural
Ao no Exorcist: Kyoto Fujouou-hen,Fantasy
Ao no Exorcist: Kyoto Fujouou-hen,Shounen
Strike the Blood,Action
Strike the Blood,Harem
Strike the Blood,Supernatural
Strike the Blood,Ecchi
Strike the Blood,Vampire
Strike the Blood,Fantasy
Strike the Blood,School
K-On!!,Comedy
K-On!!,Music
K-On!!,School
K-On!!,Slice of Life
Eromanga-sensei,Comedy
Eromanga-sensei,Drama
Eromanga-sensei,Romance
Eromanga-sensei,Ecchi
Amagi Brilliant Park,Comedy
Amagi Brilliant Park,Drama
Amagi Brilliant Park,Fantasy
Amagi Brilliant Park,Magic
Kuroko no Basket 3rd Season,Comedy
Kuroko no Basket 3rd Season,Sports
Kuroko no Basket 3rd Season,School
Kuroko no Basket 3rd Season,Shounen
Sword Art Online Movie: Ordinal Scale,Action
Sword Art Online Movie: Ordinal Scale,Game
Sword Art Online Movie: Ordinal Scale,Adventure
Sword Art Online Movie: Ordinal Scale,Romance
Sword Art Online Movie: Ordinal Scale,Fantasy
Bakuman.,Comedy
Bakuman.,Drama
Bakuman.,Romance
Bakuman.,Shounen
Suzumiya Haruhi no Shoushitsu,Comedy
Suzumiya Haruhi no Shoushitsu,Mystery
Suzumiya Haruhi no Shoushitsu,Romance
Suzumiya Haruhi no Shoushitsu,School
Suzumiya Haruhi no Shoushitsu,Sci-Fi
Suzumiya Haruhi no Shoushitsu,Supernatural
Rokka no Yuusha,Action
Rokka no Yuusha,Adventure
Rokka no Yuusha,Fantasy
Rokka no Yuusha,Magic
Rokka no Yuusha,Mystery
Zetsuen no Tempest,Action
Zetsuen no Tempest,Mystery
Zetsuen no Tempest,Psychological
Zetsuen no Tempest,Drama
Zetsuen no Tempest,Magic
Zetsuen no Tempest,Fantasy
Zetsuen no Tempest,Shounen
Nisekoi:,Comedy
Nisekoi:,Harem
Nisekoi:,Romance
Nisekoi:,School
Nisekoi:,Shounen
To LOVE-Ru,Sci-Fi
To LOVE-Ru,Harem
To LOVE-Ru,Comedy
To LOVE-Ru,Romance
To LOVE-Ru,Ecchi
To LOVE-Ru,School
To LOVE-Ru,Shounen
Ergo Proxy,Psychological
Ergo Proxy,Mystery
Ergo Proxy,Sci-Fi
Vampire Knight,Drama
Vampire Knight,Mystery
Vampire Knight,Romance
Vampire Knight,Shoujo
Vampire Knight,Supernatural
Vampire Knight,Vampire
Log Horizon 2nd Season,Action
Log Horizon 2nd Season,Game
Log Horizon 2nd Season,Adventure
Log Horizon 2nd Season,Magic
Log Horizon 2nd Season,Fantasy
Boruto: Naruto Next Generations,Action
Boruto: Naruto Next Generations,Adventure
Boruto: Naruto Next Generations,Super Power
Boruto: Naruto Next Generations,Martial Arts
Boruto: Naruto Next Generations,Shounen
Himouto! Umaru-chan,Comedy
Himouto! Umaru-chan,School
Himouto! Umaru-chan,Seinen
Himouto! Umaru-chan,Slice of Life
Shakugan no Shana,Action
Shakugan no Shana,Drama
Shakugan no Shana,Fantasy
Shakugan no Shana,Romance
Shakugan no Shana,School
Shakugan no Shana,Supernatural
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,Action
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,Adventure
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,Shounen
Koukaku Kidoutai,Action
Koukaku Kidoutai,Mecha
Koukaku Kidoutai,Police
Koukaku Kidoutai,Psychological
Koukaku Kidoutai,Sci-Fi
Koukaku Kidoutai,Seinen
Gakusen Toshi Asterisk,Action
Gakusen Toshi Asterisk,Comedy
Gakusen Toshi Asterisk,Ecchi
Gakusen Toshi Asterisk,Fantasy
Gakusen Toshi Asterisk,Harem
Gakusen Toshi Asterisk,Romance
Gakusen Toshi Asterisk,School
Gakusen Toshi Asterisk,Sci-Fi
Gakusen Toshi Asterisk,Supernatural
Kami no Tou,Action
Kami no Tou,Adventure
Kami no Tou,Mystery
Kami no Tou,Drama
Kami no Tou,Fantasy
Wotaku ni Koi wa Muzukashii,Comedy
Wotaku ni Koi wa Muzukashii,Romance
Wotaku ni Koi wa Muzukashii,Slice of Life
Sukitte Ii na yo.,Drama
Sukitte Ii na yo.,Romance
Sukitte Ii na yo.,School
Sukitte Ii na yo.,Shoujo
Ore Monogatari!!,Comedy
Ore Monogatari!!,Romance
Ore Monogatari!!,Shoujo
Shiki,Horror
Shiki,Mystery
Shiki,Supernatural
Shiki,Thriller
Shiki,Vampire
Katekyo Hitman Reborn!,Action
Katekyo Hitman Reborn!,Comedy
Katekyo Hitman Reborn!,Shounen
Katekyo Hitman Reborn!,Super Power
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,Action
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,Comedy
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,Fantasy
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,Supernatural
Dragon Ball GT,Action
Dragon Ball GT,Sci-Fi
Dragon Ball GT,Adventure
Dragon Ball GT,Comedy
Dragon Ball GT,Super Power
Dragon Ball GT,Magic
Dragon Ball GT,Fantasy
Dragon Ball GT,Shounen
Nagi no Asu kara,Drama
Nagi no Asu kara,Fantasy
Nagi no Asu kara,Romance
Shinmai Maou no Testament,Action
Shinmai Maou no Testament,Ecchi
Shinmai Maou no Testament,Fantasy
Shinmai Maou no Testament,Romance
Shinmai Maou no Testament,Harem
Shinmai Maou no Testament,Demons
Sankarea,Comedy
Sankarea,Ecchi
Sankarea,Horror
Sankarea,Romance
Sankarea,Shounen
Sankarea,Supernatural
Serial Experiments Lain,Dementia
Serial Experiments Lain,Drama
Serial Experiments Lain,Mystery
Serial Experiments Lain,Psychological
Serial Experiments Lain,Sci-Fi
Serial Experiments Lain,Supernatural
Higashi no Eden,Action
Higashi no Eden,Sci-Fi
Higashi no Eden,Mystery
Higashi no Eden,Drama
Higashi no Eden,Romance
Higashi no Eden,Thriller
Beelzebub,Action
Beelzebub,Comedy
Beelzebub,Demons
Beelzebub,Supernatural
Beelzebub,School
Beelzebub,Shounen
Yuu☆Yuu☆Hakusho,Action
Yuu☆Yuu☆Hakusho,Comedy
Yuu☆Yuu☆Hakusho,Demons
Yuu☆Yuu☆Hakusho,Supernatural
Yuu☆Yuu☆Hakusho,Martial Arts
Yuu☆Yuu☆Hakusho,Shounen
Tsurezure Children,Comedy
Tsurezure Children,Romance
Tsurezure Children,School
Tsurezure Children,Shounen
Rokudenashi Majutsu Koushi to Akashic Records,Action
Rokudenashi Majutsu Koushi to Akashic Records,Magic
Rokudenashi Majutsu Koushi to Akashic Records,Fantasy
Rokudenashi Majutsu Koushi to Akashic Records,School
Toaru Kagaku no Railgun,Action
Toaru Kagaku no Railgun,Sci-Fi
Toaru Kagaku no Railgun,Super Power
Pokemon,Action
Pokemon,Adventure
Pokemon,Comedy
Pokemon,Kids
Pokemon,Fantasy
Little Witch Academia (TV),Adventure
Little Witch Academia (TV),Comedy
Little Witch Academia (TV),Fantasy
Little Witch Academia (TV),Magic
Little Witch Academia (TV),School
91 Days,Action
91 Days,Drama
91 Days,Historical
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,Action
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,Adventure
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,Comedy
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,Romance
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,Fantasy
Grisaia no Kajitsu,Drama
Grisaia no Kajitsu,Harem
Grisaia no Kajitsu,Psychological
Grisaia no Kajitsu,Romance
Grisaia no Kajitsu,School
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Sci-Fi
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Drama
Kuzu no Honkai,Drama
Kuzu no Honkai,Romance
Kuzu no Honkai,School
Kuzu no Honkai,Seinen
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,Ecchi
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,School
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,Shounen
Bungou Stray Dogs 2nd Season,Action
Bungou Stray Dogs 2nd Season,Mystery
Bungou Stray Dogs 2nd Season,Seinen
Bungou Stray Dogs 2nd Season,Super Power
Bungou Stray Dogs 2nd Season,Supernatural
Ajin,Action
Ajin,Mystery
Ajin,Horror
Ajin,Supernatural
Ajin,Seinen
Katanagatari,Action
Katanagatari,Adventure
Katanagatari,Historical
Katanagatari,Martial Arts
Katanagatari,Romance
Aldnoah.Zero,Action
Aldnoah.Zero,Military
Aldnoah.Zero,Sci-Fi
Aldnoah.Zero,Mecha
Akagami no Shirayuki-hime,Fantasy
Akagami no Shirayuki-hime,Romance
Akagami no Shirayuki-hime,Drama
Akagami no Shirayuki-hime,Shoujo
Gamers!,Game
Gamers!,Comedy
Gamers!,Romance
Gamers!,School
Date A Live II,Comedy
Date A Live II,Harem
Date A Live II,Mecha
Date A Live II,Romance
Date A Live II,School
Date A Live II,Sci-Fi
Nanatsu no Taizai: Seisen no Shirushi,Action
Nanatsu no Taizai: Seisen no Shirushi,Adventure
Nanatsu no Taizai: Seisen no Shirushi,Ecchi
Nanatsu no Taizai: Seisen no Shirushi,Fantasy
Nanatsu no Taizai: Seisen no Shirushi,Magic
Nanatsu no Taizai: Seisen no Shirushi,Shounen
Nanatsu no Taizai: Seisen no Shirushi,Supernatural
Gosick,Mystery
Gosick,Historical
Gosick,Drama
Gosick,Romance
Kiss x Sis (TV),Harem
Kiss x Sis (TV),Comedy
Kiss x Sis (TV),Romance
Kiss x Sis (TV),Ecchi
Kiss x Sis (TV),School
Kiss x Sis (TV),Seinen
3-gatsu no Lion,Drama
3-gatsu no Lion,Game
3-gatsu no Lion,Seinen
3-gatsu no Lion,Slice of Life
Saenai Heroine no Sodatekata,Harem
Saenai Heroine no Sodatekata,Comedy
Saenai Heroine no Sodatekata,Romance
Saenai Heroine no Sodatekata,Ecchi
Saenai Heroine no Sodatekata,School
Suzumiya Haruhi no Yuuutsu (2009),Comedy
Suzumiya Haruhi no Yuuutsu (2009),Mystery
Suzumiya Haruhi no Yuuutsu (2009),Parody
Suzumiya Haruhi no Yuuutsu (2009),Romance
Suzumiya Haruhi no Yuuutsu (2009),School
Suzumiya Haruhi no Yuuutsu (2009),Sci-Fi
Suzumiya Haruhi no Yuuutsu (2009),Slice of Life
Lovely★Complex,Comedy
Lovely★Complex,Romance
Lovely★Complex,Shoujo
Kenpuu Denki Berserk,Action
Kenpuu Denki Berserk,Adventure
Kenpuu Denki Berserk,Demons
Kenpuu Denki Berserk,Drama
Kenpuu Denki Berserk,Fantasy
Kenpuu Denki Berserk,Horror
Kenpuu Denki Berserk,Military
Kenpuu Denki Berserk,Romance
Kenpuu Denki Berserk,Seinen
Kenpuu Denki Berserk,Supernatural
Summer Wars,Sci-Fi
Summer Wars,Comedy
Kuroshitsuji II,Action
Kuroshitsuji II,Comedy
Kuroshitsuji II,Historical
Kuroshitsuji II,Demons
Kuroshitsuji II,Supernatural
Kuroshitsuji II,Shounen
Blend S,Slice of Life
Blend S,Comedy
Gangsta.,Action
Gangsta.,Drama
Gangsta.,Seinen
Boku wa Tomodachi ga Sukunai Next,Harem
Boku wa Tomodachi ga Sukunai Next,Slice of Life
Boku wa Tomodachi ga Sukunai Next,Comedy
Boku wa Tomodachi ga Sukunai Next,Romance
Boku wa Tomodachi ga Sukunai Next,School
God Eater,Action
God Eater,Fantasy
God Eater,Military
God Eater,Sci-Fi
Absolute Duo,Action
Absolute Duo,Harem
Absolute Duo,Supernatural
Absolute Duo,Romance
Absolute Duo,Ecchi
Absolute Duo,School
Zero no Tsukaima: Futatsuki no Kishi,Action
Zero no Tsukaima: Futatsuki no Kishi,Adventure
Zero no Tsukaima: Futatsuki no Kishi,Harem
Zero no Tsukaima: Futatsuki no Kishi,Comedy
Zero no Tsukaima: Futatsuki no Kishi,Magic
Zero no Tsukaima: Futatsuki no Kishi,Romance
Zero no Tsukaima: Futatsuki no Kishi,Ecchi
Zero no Tsukaima: Futatsuki no Kishi,Fantasy
Zero no Tsukaima: Futatsuki no Kishi,School
Full Metal Panic!,Action
Full Metal Panic!,Military
Full Metal Panic!,Sci-Fi
Full Metal Panic!,Comedy
Full Metal Panic!,Mecha
Kamisama Hajimemashita,Comedy
Kamisama Hajimemashita,Demons
Kamisama Hajimemashita,Supernatural
Kamisama Hajimemashita,Romance
Kamisama Hajimemashita,Fantasy
Kamisama Hajimemashita,Shoujo
Hotaru no Haka,Drama
Hotaru no Haka,Historical
Fruits Basket,Slice of Life
Fruits Basket,Comedy
Fruits Basket,Supernatural
Fruits Basket,Drama
Fruits Basket,Romance
Fruits Basket,Shoujo
Nekomonogatari: Kuro,Comedy
Nekomonogatari: Kuro,Supernatural
Nekomonogatari: Kuro,Romance
Nekomonogatari: Kuro,Ecchi
Natsume Yuujinchou,Slice of Life
Natsume Yuujinchou,Demons
Natsume Yuujinchou,Supernatural
Natsume Yuujinchou,Drama
Natsume Yuujinchou,Shoujo
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",Action
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",Military
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",Adventure
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",Fantasy
Tokyo Ghoul:re 2nd Season,Action
Tokyo Ghoul:re 2nd Season,Drama
Tokyo Ghoul:re 2nd Season,Horror
Tokyo Ghoul:re 2nd Season,Mystery
Tokyo Ghoul:re 2nd Season,Psychological
Tokyo Ghoul:re 2nd Season,Seinen
Tokyo Ghoul:re 2nd Season,Supernatural
Chobits,Sci-Fi
Chobits,Comedy
Chobits,Drama
Chobits,Romance
Chobits,Ecchi
Chobits,Seinen
Inu x Boku SS,Comedy
Inu x Boku SS,Supernatural
Inu x Boku SS,Romance
Inu x Boku SS,Shounen
Drifters,Action
Drifters,Adventure
Drifters,Comedy
Drifters,Historical
Drifters,Samurai
Drifters,Fantasy
Drifters,Seinen
Ichiban Ushiro no Daimaou,Action
Ichiban Ushiro no Daimaou,Harem
Ichiban Ushiro no Daimaou,Comedy
Ichiban Ushiro no Daimaou,Magic
Ichiban Ushiro no Daimaou,Ecchi
Ichiban Ushiro no Daimaou,Fantasy
Ichiban Ushiro no Daimaou,School
Sora no Otoshimono,Sci-Fi
Sora no Otoshimono,Harem
Sora no Otoshimono,Comedy
Sora no Otoshimono,Supernatural
Sora no Otoshimono,Romance
Sora no Otoshimono,Ecchi
Sora no Otoshimono,Shounen
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Comedy
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Ecchi
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Fantasy
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Harem
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Magic
Sword Art Online Alternative: Gun Gale Online,Action
Sword Art Online Alternative: Gun Gale Online,Fantasy
Sword Art Online Alternative: Gun Gale Online,Game
Sword Art Online Alternative: Gun Gale Online,Military
Sword Art Online Alternative: Gun Gale Online,Sci-Fi
Ookami to Koushinryou II,Adventure
Ookami to Koushinryou II,Historical
Ookami to Koushinryou II,Romance
Ookami to Koushinryou II,Fantasy
Hunter x Hunter,Action
Hunter x Hunter,Adventure
Hunter x Hunter,Super Power
Hunter x Hunter,Fantasy
Hunter x Hunter,Shounen
Inuyashiki,Action
Inuyashiki,Drama
Inuyashiki,Psychological
Inuyashiki,Sci-Fi
Inuyashiki,Seinen
Seitokai Yakuindomo,Comedy
Seitokai Yakuindomo,School
Seitokai Yakuindomo,Shounen
Seitokai Yakuindomo,Slice of Life
Usagi Drop,Josei
Usagi Drop,Slice of Life
Tenki no Ko,Slice of Life
Tenki no Ko,Drama
Tenki no Ko,Romance
Tenki no Ko,Fantasy
Hataraku Saibou (TV),Comedy
Hataraku Saibou (TV),Shounen
Mayo Chiki!,Harem
Mayo Chiki!,Comedy
Mayo Chiki!,Romance
Mayo Chiki!,Ecchi
Mayo Chiki!,School
Nana,Music
Nana,Slice of Life
Nana,Comedy
Nana,Drama
Nana,Romance
Nana,Shoujo
Koukyoushihen Eureka Seven,Adventure
Koukyoushihen Eureka Seven,Drama
Koukyoushihen Eureka Seven,Mecha
