title,producer
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,Sony Music Communications
Black Cat (TV),GDH
Black Cat (TV),Dentsu
Black Cat (TV),TBS
Black Cat (TV),Sotsu Music Publishing
Witch Craft Works,Bandai Visual
Witch Craft Works,Lantis
Witch Craft Works,Kodansha
Witch Craft Works,Movic
Witch Craft Works,I Will
Diabolik Lovers,Frontier Works
Diabolik Lovers,Idea Factory
Diabolik Lovers,Showgate
Seiken Tsukai no World Break,Sotsu
Tokyo Magnitude 8.0,Dentsu
Tokyo Magnitude 8.0,Fuji TV
Tokyo Magnitude 8.0,Toho
Tokyo Magnitude 8.0,Asmik Ace
Tokyo Magnitude 8.0,Sony Music Entertainment
Tokyo Magnitude 8.0,Sakura Create
Tamako Love Story,Pony Canyon
Tamako Love Story,TBS
Full Metal Panic! The Second Raid,Kadokawa Shoten
Full Metal Panic! The Second Raid,Happinet Pictures
K-On! Movie,Pony Canyon
K-On! Movie,Animation Do
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Aniplex
Gin no Saji,Aniplex
Gin no Saji,Dentsu
Gin no Saji,Fuji TV
Gin no Saji,Kyoraku Industrial Holdings
Angel Beats! Specials,Aniplex
Angel Beats! Specials,Visual Art&#039;s
Itazura na Kiss,Bandai Visual
Itazura na Kiss,Trinity Sound
Love Hina,Production I.G
Love Hina,TV Tokyo
Love Hina,Yomiko Advertising
Love Hina,King Records
Love Hina,Audio Tanaka
Jibaku Shounen Hanako-kun,Square Enix
Jibaku Shounen Hanako-kun,Studio Hibari
Jibaku Shounen Hanako-kun,Pony Canyon
Jibaku Shounen Hanako-kun,TBS
Jibaku Shounen Hanako-kun,Half H.P Studio
Jibaku Shounen Hanako-kun,Contents Seed
Kokoro ga Sakebitagatterunda.,Aniplex
Kokoro ga Sakebitagatterunda.,Dentsu
Kokoro ga Sakebitagatterunda.,Fuji TV
Kokoro ga Sakebitagatterunda.,Lawson HMV Entertainment
Kokoro ga Sakebitagatterunda.,Shogakukan
ReLIFE: Kanketsu-hen,comico
Soredemo Sekai wa Utsukushii,VAP
Soredemo Sekai wa Utsukushii,Hakusensha
Soredemo Sekai wa Utsukushii,Nippon Television Network
Nyan Koi!,Pony Canyon
Nyan Koi!,TBS
Nyan Koi!,Movic
Nyan Koi!,Flex Comix
Amaama to Inazuma,Toei Video
Amaama to Inazuma,Kodansha
Amaama to Inazuma,Shin-Ei Animation
Amaama to Inazuma,DAX Production
Amaama to Inazuma,Asmik Ace
Amaama to Inazuma,Yomiuri TV Enterprise
Amaama to Inazuma,Sumitomo
ef: A Tale of Memories.,Rondo Robe
Akuma no Riddle,Mainichi Broadcasting System
Akuma no Riddle,Pony Canyon
Akuma no Riddle,DAX Production
Hetalia Axis Powers,Frontier Works
Hetalia Axis Powers,DAX Production
Saenai Heroine no Sodatekata ♭,Aniplex
Saenai Heroine no Sodatekata ♭,Dentsu
Saenai Heroine no Sodatekata ♭,Fuji TV
Saenai Heroine no Sodatekata ♭,Cospa
Saenai Heroine no Sodatekata ♭,Good Smile Company
Saenai Heroine no Sodatekata ♭,Kansai Telecasting
Saenai Heroine no Sodatekata ♭,Fujimi Shobo
Bleach Movie 1: Memories of Nobody,TV Tokyo
Bleach Movie 1: Memories of Nobody,Dentsu
Bleach Movie 1: Memories of Nobody,Shueisha
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Bandai Visual
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Lantis
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Rakuonsha
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Showgate
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Hakuhodo DY Music &amp; Pictures
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Cygames
Mushishi Zoku Shou,Aniplex
Mushishi Zoku Shou,Kodansha
Mushishi Zoku Shou,Delfi Sound
Nurarihyon no Mago,Yomiuri Telecasting
Nurarihyon no Mago,Yomiko Advertising
Nurarihyon no Mago,Pony Canyon
Nurarihyon no Mago,Toho
Nurarihyon no Mago,Shueisha
Nurarihyon no Mago,BS11
Nurarihyon no Mago,Hakuhodo DY Media Partners
Nurarihyon no Mago,Imagine
Nanbaka,Nihon Ad Systems
Nanbaka,DAX Production
Nanbaka,Sony Music Communications
Nanbaka,comico
Nanbaka,Tokuma Japan Communications
Nanbaka,Nelke Planning
Girls &amp; Panzer,Lantis
Girls &amp; Panzer,Movic
Girls &amp; Panzer,Showgate
Girls &amp; Panzer,Cyclone Graphics
Darker than Black: Kuro no Keiyakusha Gaiden,Square Enix
Juuni Taisen,Sotsu
Juuni Taisen,Mainichi Broadcasting System
Juuni Taisen,AT-X
Juuni Taisen,Studio Mausu
Juuni Taisen,Tokyo MX
Juuni Taisen,Avex Pictures
Juuni Taisen,Shueisha
Juuni Taisen,BS11
Juuni Taisen,GYAO!
Juuni Taisen,A-Sketch
Shoujo Shuumatsu Ryokou,AT-X
Shoujo Shuumatsu Ryokou,Shinchosha
Shoujo Shuumatsu Ryokou,Kadokawa Media House
Shoujo Shuumatsu Ryokou,Kadokawa
Ajin 2nd Season,TOHO animation
Ajin 2nd Season,King Records
Persona 4 the Animation,Aniplex
Persona 4 the Animation,Mainichi Broadcasting System
Persona 4 the Animation,ASCII Media Works
Persona 4 the Animation,Index
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",Animation Do
Mangaka-san to Assistant-san to The Animation,Lantis
Mangaka-san to Assistant-san to The Animation,Magic Capsule
Mangaka-san to Assistant-san to The Animation,Showgate
Kino no Tabi: The Beautiful World,WOWOW
Kino no Tabi: The Beautiful World,Genco
Kino no Tabi: The Beautiful World,Pony Canyon
Kino no Tabi: The Beautiful World,Studio Wombat
Kino no Tabi: The Beautiful World,chara-ani.com
Kino no Tabi: The Beautiful World,ASCII Media Works
Shouwa Genroku Rakugo Shinjuu,Starchild Records
Shouwa Genroku Rakugo Shinjuu,Mainichi Broadcasting System
Shouwa Genroku Rakugo Shinjuu,Kodansha
Shouwa Genroku Rakugo Shinjuu,DAX Production
Ginga Eiyuu Densetsu,Kitty Films
Ginga Eiyuu Densetsu,K-Factory
Skip Beat!,Sotsu
Skip Beat!,Pony Canyon
Skip Beat!,Hakusensha
Skip Beat!,TV Tokyo Music
Working&#039;!!,Aniplex
Working&#039;!!,Yomiuri Telecasting
Working&#039;!!,Rakuonsha
Mahoutsukai no Yome: Hoshi Matsu Hito,Production I.G
Mahoutsukai no Yome: Hoshi Matsu Hito,flying DOG
Imouto sae Ireba Ii.,Bandai Visual
Imouto sae Ireba Ii.,Lantis
Imouto sae Ireba Ii.,Shochiku
Imouto sae Ireba Ii.,Bushiroad
Imouto sae Ireba Ii.,Hakuhodo DY Music &amp; Pictures
Imouto sae Ireba Ii.,BS11
Imouto sae Ireba Ii.,Shogakukan
Fuuka,Studio Tulip
Fuuka,Magic Capsule
Fuuka,Warner Bros. Japan
Fuuka,flying DOG
Irozuku Sekai no Ashita kara,Sotsu
Irozuku Sekai no Ashita kara,NBCUniversal Entertainment Japan
Irozuku Sekai no Ashita kara,Infinite
Sakasama no Patema,Directions
Sakasama no Patema,Asmik Ace
Sakasama no Patema,Good Smile Company
Initial D First Stage,OB Planning
Initial D First Stage,Fuji TV
Sewayaki Kitsune no Senko-san,Docomo Anime Store
Sewayaki Kitsune no Senko-san,Kadokawa
Okusama ga Seitokaichou!,DAX Production
Okusama ga Seitokaichou!,Dream Creation
Okusama ga Seitokaichou!,Studio CHANT
Hachimitsu to Clover,Genco
Hachimitsu to Clover,Fuji TV
Hachimitsu to Clover,Shueisha
Dumbbell Nan Kilo Moteru?,AT-X
Dumbbell Nan Kilo Moteru?,Shogakukan
Dumbbell Nan Kilo Moteru?,Kadokawa Media House
Dumbbell Nan Kilo Moteru?,RAY
Dumbbell Nan Kilo Moteru?,NTT Plala
Dumbbell Nan Kilo Moteru?,Kadokawa
Carole &amp; Tuesday,Fuji TV
Carole &amp; Tuesday,flying DOG
Carole &amp; Tuesday,BS Fuji
Carole &amp; Tuesday,Hakuhodo DY Music &amp; Pictures
Carole &amp; Tuesday,Hakuhodo DY Media Partners
Mimi wo Sumaseba,Tokuma Shoten
Just Because!,Sotsu
Just Because!,AT-X
Just Because!,BS Fuji
Just Because!,NBCUniversal Entertainment Japan
Just Because!,Tokyo MX
Just Because!,Moonbell
Just Because!,INCS toenter
Boku no Hero Academia the Movie 2: Heroes:Rising,Dentsu
Boku no Hero Academia the Movie 2: Heroes:Rising,Yomiuri Telecasting
Boku no Hero Academia the Movie 2: Heroes:Rising,Movic
Boku no Hero Academia the Movie 2: Heroes:Rising,Toho
Boku no Hero Academia the Movie 2: Heroes:Rising,Sony Music Entertainment
Boku no Hero Academia the Movie 2: Heroes:Rising,Nippon Television Network
Boku no Hero Academia the Movie 2: Heroes:Rising,Shueisha
Taboo Tattoo,TV Tokyo
Taboo Tattoo,Sotsu
Taboo Tattoo,AT-X
Taboo Tattoo,Magic Capsule
Taboo Tattoo,KlockWorx
Taboo Tattoo,DIVE II Entertainment
Taboo Tattoo,Avex Pictures
Taboo Tattoo,BS Japan
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,Aniplex
Gintama&#039;: Enchousen,TV Tokyo
Gintama&#039;: Enchousen,Aniplex
Gintama&#039;: Enchousen,Dentsu
Gintama&#039;: Enchousen,Shueisha
Gintama&#039;: Enchousen,Miracle Bus
Fate/kaleid liner Prisma☆Illya,Lantis
Fate/kaleid liner Prisma☆Illya,Kadokawa Shoten
Fate/kaleid liner Prisma☆Illya,AT-X
Fate/kaleid liner Prisma☆Illya,DAX Production
Fate/kaleid liner Prisma☆Illya,KlockWorx
Fate/kaleid liner Prisma☆Illya,Notes
Fate/kaleid liner Prisma☆Illya,Dwango
Fate/kaleid liner Prisma☆Illya,Tokyo MX
Fate/kaleid liner Prisma☆Illya,Docomo Anime Store
Fate/kaleid liner Prisma☆Illya,Kadokawa Media House
Ballroom e Youkoso,Dentsu
Ballroom e Youkoso,Mainichi Broadcasting System
Ballroom e Youkoso,Pony Canyon
Ballroom e Youkoso,Kodansha
Ballroom e Youkoso,Movic
Ballroom e Youkoso,Bandai Namco Games
Ballroom e Youkoso,Toy&#039;s Factory
Ballroom e Youkoso,Animatic
Flying Witch,VAP
Flying Witch,Kodansha
Flying Witch,Magic Capsule
Flying Witch,Nippon Television Network
Flying Witch,RAB Aomori Broadcasting
Flying Witch,Nippon Television Music
Ao no Exorcist Movie,Aniplex
Ao no Exorcist Movie,Shueisha
Angel Beats!: Another Epilogue,Aniplex
Angel Beats!: Another Epilogue,Visual Art&#039;s
Ga-Rei: Zero,Lantis
Ga-Rei: Zero,Kadokawa Shoten
Ga-Rei: Zero,Rakuonsha
Ga-Rei: Zero,Kadokawa Pictures Japan
Ga-Rei: Zero,KlockWorx
11eyes,Marvelous
11eyes,Pony Canyon
11eyes,feng
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,Mainichi Broadcasting System
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,Asmik Ace
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,King Records
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,Ichijinsha
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,Nichion
Haibane Renmei,Kadokawa Shoten
Haibane Renmei,Fuji TV
Haibane Renmei,Studio Tulip
Psycho-Pass Movie,Dentsu
Psycho-Pass Movie,Fuji TV
Psycho-Pass Movie,Nitroplus
Psycho-Pass Movie,Sony Music Entertainment
Psycho-Pass Movie,TOHO animation
Psycho-Pass Movie,Kyoraku Industrial Holdings
B: The Beginning,Netflix
Kono Bijutsubu ni wa Mondai ga Aru!,TBS
Kono Bijutsubu ni wa Mondai ga Aru!,DAX Production
Kono Bijutsubu ni wa Mondai ga Aru!,ASCII Media Works
Kono Bijutsubu ni wa Mondai ga Aru!,King Records
Naruto: Shippuuden Movie 6 - Road to Ninja,TV Tokyo
Naruto: Shippuuden Movie 6 - Road to Ninja,Aniplex
Naruto: Shippuuden Movie 6 - Road to Ninja,Dentsu
Naruto: Shippuuden Movie 6 - Road to Ninja,Toho
Naruto: Shippuuden Movie 6 - Road to Ninja,Shueisha
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,Aniplex
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,Bandai
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,TV Tokyo Music
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,Shueisha
Kamisama no Memochou,Lantis
Kamisama no Memochou,AT-X
Kamisama no Memochou,Warner Bros. Japan
Kamisama no Memochou,KlockWorx
Kamisama no Memochou,ASCII Media Works
Dorohedoro,Shogakukan-Shueisha Productions
Dorohedoro,Mainichi Broadcasting System
Dorohedoro,Movic
Dorohedoro,TOHO animation
Dorohedoro,BS11
Dorohedoro,Shogakukan
Dorohedoro,Sumitomo
Dorohedoro,RAY
Dorohedoro,Pia
Kanokon,Media Factory
Kanokon,Movic
Kanokon,AT-X
Shakugan no Shana III (Final),Geneon Universal Entertainment
Shakugan no Shana III (Final),Warner Bros. Japan
Shakugan no Shana III (Final),ASCII Media Works
Shakugan no Shana III (Final),Showgate
Sakura Trick,Pony Canyon
Sakura Trick,TBS
MM!,Lantis
MM!,Media Factory
MM!,AT-X
InuYasha: Kanketsu-hen,Aniplex
InuYasha: Kanketsu-hen,YTV
InuYasha: Kanketsu-hen,Shogakukan
Kokoro Connect: Michi Random,Starchild Records
Kokoro Connect: Michi Random,Enterbrain
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,Movic
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,Warner Bros. Japan
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,KlockWorx
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,Hakuhodo DY Music &amp; Pictures
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,Egg Firm
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,FuRyu
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,GREE
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,SB Creative
Black Lagoon: Roberta&#039;s Blood Trail,Geneon Universal Entertainment
Medaka Box,TV Tokyo
Medaka Box,Lantis
Medaka Box,Media Factory
Medaka Box,Hakoniwa Academy Student Council
Mononoke,Fuji TV
Omamori Himari,Kadokawa Shoten
Omamori Himari,Kadokawa Pictures Japan
Omamori Himari,KlockWorx
Omamori Himari,NTT Docomo
Love Live! School Idol Project 2nd Season,Bandai Visual
Love Live! School Idol Project 2nd Season,Lantis
Love Live! School Idol Project 2nd Season,Bushiroad
Code Geass: Fukkatsu no Lelouch,Showgate
High School DxD OVA,Genco
High School DxD OVA,Lantis
High School DxD OVA,AT-X
K: Missing Kings,Starchild Records
K: Missing Kings,Mainichi Broadcasting System
K: Missing Kings,KlockWorx
K: Missing Kings,Glovision
Naruto: Shippuuden Movie 1,TV Tokyo
Naruto: Shippuuden Movie 1,Aniplex
Naruto: Shippuuden Movie 1,Dentsu
Naruto: Shippuuden Movie 1,Bandai
Naruto: Shippuuden Movie 1,Shueisha
Haikyuu!!: To the Top 2nd Season,Dentsu
Haikyuu!!: To the Top 2nd Season,Mainichi Broadcasting System
Haikyuu!!: To the Top 2nd Season,Movic
Haikyuu!!: To the Top 2nd Season,Sony Music Entertainment
Haikyuu!!: To the Top 2nd Season,TOHO animation
Haikyuu!!: To the Top 2nd Season,Shueisha
Chrno Crusade,Lantis
Chrno Crusade,Kadokawa Shoten
Chrno Crusade,Fuji TV
Mahou Sensou,Media Factory
Mahou Sensou,TBS
Mahou Sensou,flying DOG
Date A Live III,Nippon Columbia
Date A Live III,Kadokawa
Grancrest Senki,Aniplex
Grancrest Senki,Bandai Namco Entertainment
Grancrest Senki,Good Smile Company
Grancrest Senki,BS11
Grancrest Senki,ABC Animation
Grancrest Senki,Kinoshita Group Holdings
Grancrest Senki,Kadokawa
Grancrest Senki,Cromea
Grancrest Senki,Sonilude
Zoku Natsume Yuujinchou,Aniplex
Zoku Natsume Yuujinchou,Nihon Ad Systems
Junjou Romantica,Frontier Works
Junjou Romantica,Kadokawa Shoten
Junjou Romantica,Memory-Tech
Junjou Romantica,Romantica club !!
Zero kara Hajimeru Mahou no Sho,Sotsu
Zero kara Hajimeru Mahou no Sho,Lantis
Zero kara Hajimeru Mahou no Sho,Half H.P Studio
Zero kara Hajimeru Mahou no Sho,Happinet Pictures
Zero kara Hajimeru Mahou no Sho,Infinite
Sidonia no Kishi,Starchild Records
Sidonia no Kishi,Mainichi Broadcasting System
Sidonia no Kishi,Kodansha
Sidonia no Kishi,KlockWorx
Masou Gakuen HxH,Kadokawa Shoten
Masou Gakuen HxH,AT-X
Masou Gakuen HxH,DAX Production
Masou Gakuen HxH,KBS
Masou Gakuen HxH,KlockWorx
Masou Gakuen HxH,flying DOG
Masou Gakuen HxH,Kadokawa Media House
Masou Gakuen HxH,Sun TV
Masou Gakuen HxH,TV Saitama
Masou Gakuen HxH,Chiba TV
Natsume Yuujinchou San,Aniplex
Natsume Yuujinchou San,Sakura Create
Kishuku Gakkou no Juliet,NBCUniversal Entertainment Japan
Tsubasa Chronicle,NHK
Tsubasa Chronicle,Kodansha
Assassins Pride,Sotsu
Assassins Pride,AT-X
Assassins Pride,KlockWorx
Assassins Pride,Nippon Television Network
Assassins Pride,Tokyo MX
Assassins Pride,Avex Pictures
Assassins Pride,GYAO!
Assassins Pride,Kadokawa
Assassins Pride,KLab
Assassins Pride,entama
Sekirei: Pure Engagement,Aniplex
Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken,Sotsu
Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken,AT-X
Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken,Memory-Tech
Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken,Showgate
Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken,Happinet Pictures
Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken,BS Fuji
Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken,MAGES.
Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken,Contents Seed
Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken,Ichijinsha
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,Shueisha
Seitokai Yakuindomo*,Starchild Records
Hajime no Ippo: New Challenger,VAP
Hajime no Ippo: New Challenger,Kodansha
Hajime no Ippo: New Challenger,Nippon Television Network
Nazo no Kanojo X,Starchild Records
Nazo no Kanojo X,Kodansha
Nazo no Kanojo X,Yomiuri Advertising
Nazo no Kanojo X,Atelier Musa
Kaze Tachinu,Nichion
Bokura ga Ita,Marvelous
Bokura ga Ita,Pony Canyon
Bokura ga Ita,Delfi Sound
Binbougami ga!,TV Tokyo
Binbougami ga!,Bandai Visual
Binbougami ga!,Dentsu
Binbougami ga!,Trinity Sound
Binbougami ga!,Sony Music Entertainment
Binbougami ga!,Studio Jack
Binbougami ga!,Shueisha
Given,Aniplex
Given,Dentsu
Given,Movic
Given,Fuji TV
Given,Shinshokan
Ryuugajou Nanana no Maizoukin (TV),Aniplex
Ryuugajou Nanana no Maizoukin (TV),Dentsu
Ryuugajou Nanana no Maizoukin (TV),Movic
Ryuugajou Nanana no Maizoukin (TV),Fuji TV
Ryuugajou Nanana no Maizoukin (TV),BIGLOBE
Ryuugajou Nanana no Maizoukin (TV),Kyoraku Industrial Holdings
Ghost Hunt,TV Tokyo
Ghost Hunt,Avex Entertainment
Ghost Hunt,Marvelous
Ghost Hunt,Delfi Sound
New Game!!,Frontier Works
New Game!!,Media Factory
New Game!!,Movic
New Game!!,AT-X
New Game!!,Sony Music Communications
New Game!!,Houbunsha
New Game!!,MAGES.
New Game!!,Lawson
Yesterday wo Utatte,TV Asahi
Yesterday wo Utatte,Sotsu
Yesterday wo Utatte,Delfi Sound
Yesterday wo Utatte,Lucent Pictures Entertainment
Yesterday wo Utatte,CyberAgent
Yesterday wo Utatte,AbemaTV
Yesterday wo Utatte,DMM.futureworks
Hayate no Gotoku!,TV Tokyo
Hayate no Gotoku!,Shogakukan-Shueisha Productions
Hayate no Gotoku!,Studio Tulip
Planetes,Bandai Visual
Planetes,NHK
3D Kanojo: Real Girl,DeNA
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,Bandai Visual
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,Dentsu
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,Victor Entertainment
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,Kodansha
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,Tokuma Shoten
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,Nippon Television Network
Kuusen Madoushi Kouhosei no Kyoukan,flying DOG
Jitsu wa Watashi wa,TV Tokyo
Jitsu wa Watashi wa,Sotsu
Jitsu wa Watashi wa,MediaNet
Jitsu wa Watashi wa,Pony Canyon
Jitsu wa Watashi wa,AT-X
Jitsu wa Watashi wa,DAX Production
Jitsu wa Watashi wa,Asmik Ace
Jitsu wa Watashi wa,Akita Shoten
Mushishi Zoku Shou 2nd Season,Aniplex
Mushishi Zoku Shou 2nd Season,Kodansha
Mushishi Zoku Shou 2nd Season,Delfi Sound
Servamp,Frontier Works
Servamp,Lantis
Servamp,Kadokawa Shoten
Servamp,AT-X
Servamp,Sony Music Communications
Servamp,Hakuhodo DY Music &amp; Pictures
Servamp,Yomiuri TV Enterprise
Servamp,Adores
Servamp,Heroz
Kamisama no Inai Nichiyoubi,Starchild Records
Kamisama no Inai Nichiyoubi,AT-X
Kamisama no Inai Nichiyoubi,KlockWorx
Kamisama no Inai Nichiyoubi,Memory-Tech
Kamisama no Inai Nichiyoubi,Studio Mausu
SSSS.Gridman,Mainichi Broadcasting System
SSSS.Gridman,Pony Canyon
SSSS.Gridman,Tsuburaya Productions
SSSS.Gridman,KlockWorx
SSSS.Gridman,Ultra Super Pictures
SSSS.Gridman,Graphinica
SSSS.Gridman,Docomo Anime Store
SSSS.Gridman,Fields
SSSS.Gridman,BS11
Dance in the Vampire Bund,Genco
Dance in the Vampire Bund,Media Factory
Dance in the Vampire Bund,Rakuonsha
Dance in the Vampire Bund,AT-X
Dance in the Vampire Bund,flying DOG
Ranma ½,Shogakukan-Shueisha Productions
Ranma ½,Kitty Films
Ranma ½,Fuji TV
Ranma ½,Shogakukan
Slam Dunk,TV Asahi
Slam Dunk,Animax
Working!!!,Aniplex
Mayoiga,WOWOW
Mayoiga,Mainichi Broadcasting System
Mayoiga,Pony Canyon
Mayoiga,KlockWorx
Mayoiga,Studio Mausu
Mayoiga,Azumaker
Mayoiga,Shogakukan
Tokyo Godfathers,Dentsu
Tokyo Godfathers,Genco
Tokyo Godfathers,Tohokushinsha Film Corporation
Natsume Yuujinchou Shi,TV Tokyo
Natsume Yuujinchou Shi,Aniplex
Natsume Yuujinchou Shi,Nihon Ad Systems
Natsume Yuujinchou Shi,Hakusensha
Natsume Yuujinchou Shi,Sony Music Entertainment
Handa-kun,Square Enix
Handa-kun,Lantis
Handa-kun,TBS
Handa-kun,DAX Production
Handa-kun,Memory-Tech
Handa-kun,TC Entertainment
Handa-kun,Docomo Anime Store
Handa-kun,NichiNare
Plunderer,Half H.P Studio
Plunderer,Nippon Columbia
Plunderer,81 Produce
Plunderer,Docomo Anime Store
Plunderer,Kadokawa Media House
Plunderer,Kadokawa
Gankutsuou,GDH
Gankutsuou,TV Asahi
Gankutsuou,Media Factory
Gankutsuou,Sotsu Music Publishing
Koi wa Ameagari no You ni,Aniplex
Koi wa Ameagari no You ni,Dentsu
Koi wa Ameagari no You ni,Fuji TV
Koi wa Ameagari no You ni,DMM pictures
Kantai Collection: KanColle,flying DOG
Kara no Kyoukai 2: Satsujin Kousatsu (Zen),Notes
Pokemon Movie 01: Mewtwo no Gyakushuu,TV Tokyo
Pokemon Movie 01: Mewtwo no Gyakushuu,Shogakukan-Shueisha Productions
Pokemon Movie 01: Mewtwo no Gyakushuu,Imagica
Pokemon Movie 01: Mewtwo no Gyakushuu,Studio Jack
Digimon Adventure 02,Yomiko Advertising
Digimon Adventure 02,Fuji TV
White Album 2,Starchild Records
Canaan,Lantis
Canaan,Pony Canyon
Canaan,Magic Capsule
Canaan,Bushiroad
Canaan,Showgate
Canaan,Good Smile Company
Kara no Kyoukai 5: Mujun Rasen,Notes
Golden Kamuy,Magic Capsule
Golden Kamuy,NBCUniversal Entertainment Japan
Golden Kamuy,Tokyo MX
Golden Kamuy,Good Smile Company
Golden Kamuy,Sammy
Golden Kamuy,Shueisha
Golden Kamuy,JR East Marketing &amp; Communications
Golden Kamuy,Twin Engine
To LOVE-Ru Darkness 2nd,TBS
To LOVE-Ru Darkness 2nd,Magic Capsule
To LOVE-Ru Darkness 2nd,Warner Bros. Japan
To LOVE-Ru Darkness 2nd,NBCUniversal Entertainment Japan
To LOVE-Ru Darkness 2nd,Shueisha
Gintama.,TV Tokyo
Gintama.,Aniplex
Gintama.,Dentsu
Gintama.,Shueisha
Araburu Kisetsu no Otome-domo yo.,Mainichi Broadcasting System
Araburu Kisetsu no Otome-domo yo.,Kodansha
Araburu Kisetsu no Otome-domo yo.,DMM pictures
Punch Line,Aniplex
Punch Line,Dentsu
Punch Line,Fuji TV
Punch Line,MAGES.
Punch Line,Kyoraku Industrial Holdings
Punch Line,Kansai Telecasting
BNA,Movic
BNA,Fuji TV
BNA,Ultra Super Pictures
BNA,BS Fuji
BNA,TOHO animation
BNA,Hakuhodo DY Media Partners
BNA,Bandai Spirits
Shingeki no Bahamut: Virgin Soul,Cygames
Umineko no Naku Koro ni,Geneon Universal Entertainment
Umineko no Naku Koro ni,Frontier Works
Umineko no Naku Koro ni,Sotsu
Umineko no Naku Koro ni,Movic
07-Ghost,Ichijinsha
Mobile Suit Gundam 00,Sotsu
Mobile Suit Gundam 00,Asatsu DK
Mobile Suit Gundam 00,Mainichi Broadcasting System
Mobile Suit Gundam 00,Sony Music Entertainment
Terra Formars,Warner Bros. Japan
Terra Formars,SANZIGEN
Terra Formars,Ultra Super Pictures
Terra Formars,MAGES.
Terra Formars,Good Smile Company
Terra Formars,Shueisha
Terra Formars,Animatic
Eizouken ni wa Te wo Dasu na!,Warner Bros. Japan
Eizouken ni wa Te wo Dasu na!,Warner Music Japan
Eizouken ni wa Te wo Dasu na!,Shogakukan
Eizouken ni wa Te wo Dasu na!,NHK Enterprises
Love Stage!!,Kadokawa Shoten
Tiger &amp; Bunny,Bandai Visual
Tiger &amp; Bunny,Mainichi Broadcasting System
Tiger &amp; Bunny,Tohokushinsha Film Corporation
Aoharu x Kikanjuu,TBS
Aoharu x Kikanjuu,DAX Production
Aoharu x Kikanjuu,chara-ani.com
Aoharu x Kikanjuu,Sony Music Communications
Aoharu x Kikanjuu,King Records
Aoharu x Kikanjuu,NichiNare
True Tears,Bandai Visual
True Tears,Lantis
SKET Dance,TV Tokyo
SKET Dance,Avex Entertainment
SKET Dance,Dentsu
Gochuumon wa Usagi Desu ka?,Frontier Works
