title,producer
Boku wa Tomodachi ga Sukunai,Media Factory
Boku wa Tomodachi ga Sukunai,TBS
Boku wa Tomodachi ga Sukunai,Bushiroad
Boku wa Tomodachi ga Sukunai,Bandai Namco Games
Boku wa Tomodachi ga Sukunai,Good Smile Company
Kimi ni Todoke,VAP
Kimi ni Todoke,Nippon Television Network
Kimi ni Todoke,Shueisha
Nichijou,Lantis
Nichijou,Kadokawa Shoten
Nichijou,Movic
Nichijou,Rakuonsha
Nichijou,Kadokawa Pictures Japan
Nichijou,KlockWorx
Nichijou,Animation Do
Tokyo Ghoul:re,Marvelous
Tokyo Ghoul:re,TC Entertainment
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,Yomiko Advertising
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,Warner Bros. Japan
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,Kamikaze Douga
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,KlockWorx
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,Shueisha
Toaru Majutsu no Index,Geneon Universal Entertainment
Toaru Majutsu no Index,Square Enix
Toaru Majutsu no Index,AT-X
Toaru Majutsu no Index,ASCII Media Works
Toaru Majutsu no Index,Kadokawa Contents Gate
Magi: The Kingdom of Magic,Aniplex
Magi: The Kingdom of Magic,Dentsu
Magi: The Kingdom of Magic,Shogakukan-Shueisha Productions
Magi: The Kingdom of Magic,Mainichi Broadcasting System
Magi: The Kingdom of Magic,Movic
Magi: The Kingdom of Magic,GYAO!
Shinsekai yori,Aniplex
Shinsekai yori,TV Asahi
Shinsekai yori,Pony Canyon
Toki wo Kakeru Shoujo,Kadokawa Shoten
Toki wo Kakeru Shoujo,Bandai
Toki wo Kakeru Shoujo,Memory-Tech
Toki wo Kakeru Shoujo,Happinet Pictures
Kokoro Connect,Starchild Records
Kokoro Connect,Enterbrain
Overlord II,AT-X
Overlord II,Enterbrain
Overlord II,Grooove
Overlord II,Hakuhodo DY Music &amp; Pictures
Overlord II,NTT Plala
Overlord II,Kadokawa
Dororo,Twin Engine
Plastic Memories,Aniplex
Plastic Memories,Movic
Plastic Memories,AT-X
Plastic Memories,ASCII Media Works
Plastic Memories,Bushiroad
Plastic Memories,MAGES.
Plastic Memories,Asahi Broadcasting
Plastic Memories,BS11
Shokugeki no Souma: San no Sara,Lantis
Shokugeki no Souma: San no Sara,Warner Bros. Japan
Shokugeki no Souma: San no Sara,KlockWorx
Shokugeki no Souma: San no Sara,Shueisha
Rakudai Kishi no Cavalry,flying DOG
Kekkai Sensen,Nihon Ad Systems
Kekkai Sensen,Mainichi Broadcasting System
Kekkai Sensen,TOHO animation
Kekkai Sensen,Shueisha
Kekkai Sensen,Toy&#039;s Factory
Kekkai Sensen,Sony PCL
Mushishi,Avex Entertainment
Mushishi,Marvelous
Mushishi,SKY Perfect Well Think
Mushishi,Delfi Sound
Mahoutsukai no Yome,Production I.G
Mahoutsukai no Yome,Shochiku
Mahoutsukai no Yome,flying DOG
Mahoutsukai no Yome,Mag Garden
Accel World,Genco
Accel World,Rakuonsha
Accel World,Warner Bros. Japan
Accel World,flying DOG
Accel World,ASCII Media Works
Enen no Shouboutai,Mainichi Broadcasting System
Enen no Shouboutai,Kodansha
Enen no Shouboutai,bilibili
Enen no Shouboutai,DMM pictures
Enen no Shouboutai,DMM Music
Ookami Kodomo no Ame to Yuki,Madhouse
Ookami Kodomo no Ame to Yuki,VAP
Ookami Kodomo no Ame to Yuki,Dentsu
Ookami Kodomo no Ame to Yuki,Yomiuri Telecasting
Ookami Kodomo no Ame to Yuki,Kadokawa Shoten
Ookami Kodomo no Ame to Yuki,Toho
Ookami Kodomo no Ame to Yuki,Hiroshima Television
FLCL,Starchild Records
FLCL,GANSIS
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Genco
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Magic Capsule
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Warner Bros. Japan
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",KlockWorx
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Showgate
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Bandai Namco Games
Sword Art Online: Alicization,Aniplex
Sword Art Online: Alicization,Genco
Sword Art Online: Alicization,Bandai Namco Entertainment
Sword Art Online: Alicization,Egg Firm
Sword Art Online: Alicization,Straight Edge
Sword Art Online: Alicization,Kadokawa
K,Starchild Records
K,Mainichi Broadcasting System
K,KlockWorx
Trinity Seven,TV Tokyo
Trinity Seven,Sotsu
Trinity Seven,Plum
Trinity Seven,Kadokawa Shoten
Trinity Seven,AT-X
Trinity Seven,Studio Mausu
Trinity Seven,Avex Pictures
Trinity Seven,Q-Tec
Trinity Seven,Docomo Anime Store
Trinity Seven,DeNA
Koutetsujou no Kabaneri,Aniplex
Koutetsujou no Kabaneri,Dentsu
Koutetsujou no Kabaneri,Fuji TV
Koutetsujou no Kabaneri,Kyoraku Industrial Holdings
Koutetsujou no Kabaneri,Kansai Telecasting
Danshi Koukousei no Nichijou,TV Tokyo
Danshi Koukousei no Nichijou,Square Enix
Danshi Koukousei no Nichijou,Trinity Sound
Danshi Koukousei no Nichijou,Happinet Pictures
Monster,VAP
Monster,Shogakukan-Shueisha Productions
Monster,Nippon Television Network
No Game No Life: Zero,Frontier Works
No Game No Life: Zero,Movic
No Game No Life: Zero,AT-X
No Game No Life: Zero,Kadokawa
Fate/stay night: Unlimited Blade Works 2nd Season,Aniplex
Fate/stay night: Unlimited Blade Works 2nd Season,Notes
Youjo Senki,Media Factory
Youjo Senki,AT-X
Youjo Senki,Enterbrain
Youjo Senki,Sony Music Communications
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,Yomiko Advertising
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,Warner Bros. Japan
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,Kamikaze Douga
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,KlockWorx
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,Shueisha
D.Gray-man,TV Tokyo
D.Gray-man,Aniplex
D.Gray-man,Dentsu
D.Gray-man,Half H.P Studio
D.Gray-man,Sony Music Entertainment
D.Gray-man,Studio Jack
Vinland Saga,Production I.G
Vinland Saga,Dentsu
Vinland Saga,Kodansha
Vinland Saga,Twin Engine
Great Teacher Onizuka,Aniplex
Great Teacher Onizuka,Fuji TV
Ore no Imouto ga Konnani Kawaii Wake ga Nai,Aniplex
Ore no Imouto ga Konnani Kawaii Wake ga Nai,Movic
Ore no Imouto ga Konnani Kawaii Wake ga Nai,ASCII Media Works
Ore no Imouto ga Konnani Kawaii Wake ga Nai,Jumondo
InuYasha,Yomiuri Telecasting
InuYasha,Shogakukan
Devilman: Crybaby,Aniplex
Devilman: Crybaby,Dynamic Planning
Devilman: Crybaby,Netflix
Akatsuki no Yona,VAP
Akatsuki no Yona,Hakusensha
Akatsuki no Yona,AT-X
Akatsuki no Yona,Delfi Sound
Akatsuki no Yona,Marvelous AQL
Akatsuki no Yona,Tokyo MX
Akatsuki no Yona,Age Global Networks
Akatsuki no Yona,Docomo Anime Store
Akatsuki no Yona,Top-Insight International
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,Warner Bros. Japan
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,KlockWorx
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,Medicos Entertainment
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,Shueisha
Kuroko no Basket 2nd Season,Bandai Visual
Kuroko no Basket 2nd Season,Lantis
Kuroko no Basket 2nd Season,Nihon Ad Systems
Kuroko no Basket 2nd Season,Banpresto
Kuroko no Basket 2nd Season,Shueisha
Kuroko no Basket 2nd Season,BS11
Nisemonogatari,Aniplex
Nisemonogatari,Kodansha
Nisemonogatari,Rakuonsha
Steins;Gate 0,Frontier Works
Steins;Gate 0,Media Factory
Steins;Gate 0,Kadokawa Shoten
Steins;Gate 0,Movic
Ao Haru Ride,Mainichi Broadcasting System
Ao Haru Ride,Movic
Ao Haru Ride,Sony Music Entertainment
Ao Haru Ride,TOHO animation
Ao Haru Ride,Shueisha
Ao Haru Ride,BS11
Ao Haru Ride,Animatic
Ao Haru Ride,Hakuhodo DY Media Partners
Ao Haru Ride,Sony PCL
Free!,Lantis
Free!,Iwatobi High School Swimming Club
Free!,Asahi Broadcasting
Trigun,Victor Entertainment
Kotonoha no Niwa,The Answer Studio
Kotonoha no Niwa,TOHO animation
NHK ni Youkoso!,NHK
NHK ni Youkoso!,Victor Entertainment
Claymore,VAP
Claymore,Avex Entertainment
Claymore,Nippon Television Network
Claymore,D.N. Dream Partners
Hellsing,Fuji TV
Hellsing,Pioneer LDC
Yamada-kun to 7-nin no Majo (TV),Dentsu
Yamada-kun to 7-nin no Majo (TV),Frontier Works
Yamada-kun to 7-nin no Majo (TV),Kodansha
Yamada-kun to 7-nin no Majo (TV),Rakuonsha
Yamada-kun to 7-nin no Majo (TV),Ultra Super Pictures
Yamada-kun to 7-nin no Majo (TV),Memory-Tech
Yamada-kun to 7-nin no Majo (TV),Daiichikosho
Yamada-kun to 7-nin no Majo (TV),Lawson HMV Entertainment
Yamada-kun to 7-nin no Majo (TV),Amuse
Yamada-kun to 7-nin no Majo (TV),Animatic
Yamada-kun to 7-nin no Majo (TV),A-Sketch
High School DxD BorN,Genco
High School DxD BorN,Lantis
High School DxD BorN,AT-X
High School DxD BorN,Fujimi Shobo
Rosario to Vampire,GDH
Rosario to Vampire,Yomiko Advertising
Rosario to Vampire,Happinet Pictures
Rosario to Vampire,Atelier Musa
Rosario to Vampire,Shueisha
Rosario to Vampire,Sotsu Music Publishing
Rosario to Vampire,Imagine
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,Frontier Works
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,Shogakukan-Shueisha Productions
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,Genco
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,Starchild Records
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,AT-X
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,KlockWorx
Hotarubi no Mori e,Aniplex
Hai to Gensou no Grimgar,TOHO animation
Akira,Mainichi Broadcasting System
Akira,Kodansha
Akira,Toho
Lucky☆Star,Lantis
Lucky☆Star,Rakuonsha
Lucky☆Star,Lucky Paradise
Baka to Test to Shoukanjuu,Lantis
Baka to Test to Shoukanjuu,Media Factory
Baka to Test to Shoukanjuu,Cospa
Baka to Test to Shoukanjuu,T.O Entertainment
Kore wa Zombie Desu ka?,Kadokawa Shoten
Kore wa Zombie Desu ka?,AT-X
Kore wa Zombie Desu ka?,Kadokawa Pictures Japan
Kore wa Zombie Desu ka?,KlockWorx
Kore wa Zombie Desu ka?,flying DOG
Neon Genesis Evangelion: The End of Evangelion,TV Tokyo
Neon Genesis Evangelion: The End of Evangelion,Toei Animation
Neon Genesis Evangelion: The End of Evangelion,Kadokawa Shoten
Neon Genesis Evangelion: The End of Evangelion,Movic
Neon Genesis Evangelion: The End of Evangelion,Sega
Neon Genesis Evangelion: The End of Evangelion,TV Tokyo Music
Neon Genesis Evangelion: The End of Evangelion,Audio Tanaka
Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,Aniplex
Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,Mainichi Broadcasting System
Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,Shueisha
Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,JR East Marketing &amp; Communications
Yuri!!! on Ice,Dentsu
Yuri!!! on Ice,TV Asahi
Yuri!!! on Ice,Movic
Yuri!!! on Ice,Avex Pictures
Yuri!!! on Ice,CIC
Yuri!!! on Ice,Cygames
Blood Lad,Kadokawa Shoten
Blood Lad,KlockWorx
Blood Lad,flying DOG
Kiznaiver,Aniplex
Kiznaiver,Movic
Kiznaiver,Ultra Super Pictures
Kiznaiver,Sammy
Kiznaiver,Asahi Broadcasting
Kiznaiver,BS11
Monster Musume no Iru Nichijou,Genco
Monster Musume no Iru Nichijou,Studio Hibari
Monster Musume no Iru Nichijou,TOHO animation
Sakamoto Desu ga?,Kadokawa Shoten
Sakamoto Desu ga?,TBS
Sakamoto Desu ga?,DAX Production
Sakamoto Desu ga?,Daiichikosho
Sakamoto Desu ga?,King Records
Sakamoto Desu ga?,NichiNare
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),Studio Hibari
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),Lantis
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),Media Factory
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),AT-X
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),Sony Music Communications
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),Toranoana
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),Kadokawa Media House
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),AKABEiSOFT2
School Days,Avex Entertainment
School Days,Marvelous
School Days,Lantis
School Days,Pony Canyon
Masamune-kun no Revenge,Sotsu
Masamune-kun no Revenge,Lantis
Masamune-kun no Revenge,AT-X
Masamune-kun no Revenge,KlockWorx
Masamune-kun no Revenge,BS Fuji
Masamune-kun no Revenge,Tokyo MX
Masamune-kun no Revenge,Ichijinsha
Masamune-kun no Revenge,FuRyu
Masamune-kun no Revenge,Crunchyroll SC Anime Fund
Owari no Seraph: Nagoya Kessen-hen,NBCUniversal Entertainment Japan
Owari no Seraph: Nagoya Kessen-hen,Shueisha
Kami nomi zo Shiru Sekai,TV Tokyo
Kami nomi zo Shiru Sekai,Geneon Universal Entertainment
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,TV Tokyo
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,Media Factory
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,MediaNet
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,AT-X
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,DAX Production
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,Sony Music Communications
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,Bushiroad
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,Good Smile Company
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,NichiNare
Overlord III,Kadokawa
Saiki Kusuo no Ψ-nan,TV Tokyo
Saiki Kusuo no Ψ-nan,Shogakukan-Shueisha Productions
Saiki Kusuo no Ψ-nan,Pony Canyon
Saiki Kusuo no Ψ-nan,Nippon Columbia
Saiki Kusuo no Ψ-nan,KlockWorx
Saiki Kusuo no Ψ-nan,Asmik Ace
Saiki Kusuo no Ψ-nan,Bandai Namco Entertainment
Saiki Kusuo no Ψ-nan,Shueisha
Saiki Kusuo no Ψ-nan,Toy&#039;s Factory
Saiki Kusuo no Ψ-nan,Dear Stage inc.
Orange,TMS Entertainment
Orange,DAX Production
Orange,TOHO animation
Orange,Lawson
Orange,ABC Animation
Dragon Ball Super,Yomiko Advertising
Dragon Ball Super,Fuji TV
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,AT-X
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Memory-Tech
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Hakuhodo DY Music &amp; Pictures
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Kadokawa Media House
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Kadokawa
Barakamon,VAP
Barakamon,Nippon Television Network
Psycho-Pass 2,Production I.G
Psycho-Pass 2,Dentsu
Psycho-Pass 2,Fuji TV
Psycho-Pass 2,Nitroplus
Psycho-Pass 2,Sony Music Entertainment
Psycho-Pass 2,TOHO animation
Psycho-Pass 2,Kyoraku Industrial Holdings
Monogatari Series: Second Season,Aniplex
Monogatari Series: Second Season,Kodansha
Monogatari Series: Second Season,Cyclone Graphics
IS: Infinite Stratos,Lantis
IS: Infinite Stratos,Media Factory
IS: Infinite Stratos,TBS
IS: Infinite Stratos,Sony Music Communications
IS: Infinite Stratos,Sakura Create
Chuunibyou demo Koi ga Shitai! Ren,Lantis
Chuunibyou demo Koi ga Shitai! Ren,TBS
Ao no Exorcist: Kyoto Fujouou-hen,Aniplex
Ao no Exorcist: Kyoto Fujouou-hen,Dentsu
Ao no Exorcist: Kyoto Fujouou-hen,Mainichi Broadcasting System
Ao no Exorcist: Kyoto Fujouou-hen,Movic
Ao no Exorcist: Kyoto Fujouou-hen,Shueisha
Strike the Blood,Movic
Strike the Blood,AT-X
Strike the Blood,Warner Bros. Japan
Strike the Blood,KlockWorx
Strike the Blood,ASCII Media Works
Strike the Blood,Showgate
K-On!!,Pony Canyon
K-On!!,TBS
K-On!!,Movic
K-On!!,Rakuonsha
K-On!!,Animation Do
Eromanga-sensei,Aniplex
Eromanga-sensei,Movic
Eromanga-sensei,ASCII Media Works
Eromanga-sensei,BS11
Eromanga-sensei,Kinoshita Group Holdings
Amagi Brilliant Park,Avex Entertainment
Amagi Brilliant Park,TBS
Amagi Brilliant Park,DAX Production
Amagi Brilliant Park,flying DOG
Amagi Brilliant Park,Mobcast
Kuroko no Basket 3rd Season,Bandai Visual
Kuroko no Basket 3rd Season,Lantis
Kuroko no Basket 3rd Season,Nihon Ad Systems
Kuroko no Basket 3rd Season,Banpresto
Kuroko no Basket 3rd Season,Shueisha
Kuroko no Basket 3rd Season,BS11
Sword Art Online Movie: Ordinal Scale,Aniplex
Sword Art Online Movie: Ordinal Scale,Genco
Sword Art Online Movie: Ordinal Scale,ASCII Media Works
Sword Art Online Movie: Ordinal Scale,Bandai Namco Entertainment
Bakuman.,NHK
Bakuman.,Shueisha
Suzumiya Haruhi no Shoushitsu,Kadokawa Shoten
Suzumiya Haruhi no Shoushitsu,Animation Do
Rokka no Yuusha,Pony Canyon
Zetsuen no Tempest,Aniplex
Zetsuen no Tempest,Dentsu
Zetsuen no Tempest,Square Enix
Zetsuen no Tempest,Mainichi Broadcasting System
Zetsuen no Tempest,Yahoo! Japan
Nisekoi:,Aniplex
Nisekoi:,Shueisha
To LOVE-Ru,Geneon Universal Entertainment
To LOVE-Ru,TBS
To LOVE-Ru,Shueisha
Ergo Proxy,Geneon Universal Entertainment
Ergo Proxy,WOWOW
Ergo Proxy,Sakura Create
Vampire Knight,TV Tokyo
Vampire Knight,Aniplex
Vampire Knight,Nihon Ad Systems
Log Horizon 2nd Season,NHK
Boruto: Naruto Next Generations,TV Tokyo
Boruto: Naruto Next Generations,Aniplex
Boruto: Naruto Next Generations,Rakuonsha
Boruto: Naruto Next Generations,Shueisha
Himouto! Umaru-chan,AT-X
Himouto! Umaru-chan,TOHO animation
Himouto! Umaru-chan,Good Smile Company
Himouto! Umaru-chan,Shueisha
Himouto! Umaru-chan,BS11
Himouto! Umaru-chan,Jinnan Studio
Himouto! Umaru-chan,RAY
Shakugan no Shana,Geneon Universal Entertainment
Shakugan no Shana,ASCII Media Works
Shakugan no Shana,Toshiba Entertainment
Shakugan no Shana,Cosmic Ray
Shakugan no Shana,Showgate
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,Warner Bros. Japan
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,KlockWorx
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,Medicos Entertainment
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,Shueisha
Koukaku Kidoutai,Bandai Visual
Koukaku Kidoutai,Kodansha
Gakusen Toshi Asterisk,Aniplex
Gakusen Toshi Asterisk,Animax
Gakusen Toshi Asterisk,Movic
Gakusen Toshi Asterisk,DAX Production
Gakusen Toshi Asterisk,flying DOG
Gakusen Toshi Asterisk,Bandai Namco Entertainment
Gakusen Toshi Asterisk,Asahi Broadcasting
Kami no Tou,Sega
Kami no Tou,Rialto Entertainment
Kami no Tou,Sola Entertainment
Kami no Tou,Naver Webtoons
Wotaku ni Koi wa Muzukashii,Aniplex
Wotaku ni Koi wa Muzukashii,Dentsu
Wotaku ni Koi wa Muzukashii,Fuji TV
Wotaku ni Koi wa Muzukashii,Half H.P Studio
Wotaku ni Koi wa Muzukashii,Ichijinsha
Wotaku ni Koi wa Muzukashii,Kanetsu Investment
Sukitte Ii na yo.,Starchild Records
Sukitte Ii na yo.,Kodansha
Sukitte Ii na yo.,Magic Capsule
Sukitte Ii na yo.,Yomiuri Advertising
Sukitte Ii na yo.,GANSIS
Ore Monogatari!!,VAP
Ore Monogatari!!,Nippon Television Network
Ore Monogatari!!,Shueisha
Shiki,Aniplex
Shiki,Dentsu
Shiki,Fuji TV
Shiki,DAX Production
Shiki,Shueisha
Katekyo Hitman Reborn!,TV Tokyo
Katekyo Hitman Reborn!,Dentsu
Katekyo Hitman Reborn!,Marvelous
Katekyo Hitman Reborn!,Pony Canyon
Katekyo Hitman Reborn!,d-rights
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,Kadokawa Shoten
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,Nippon Columbia
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,flying DOG
Dragon Ball GT,Fuji TV
Nagi no Asu kara,Geneon Universal Entertainment
Nagi no Asu kara,Sotsu
Nagi no Asu kara,Animax
Nagi no Asu kara,Rondo Robe
Nagi no Asu kara,Showgate
Nagi no Asu kara,Infinite
Shinmai Maou no Testament,Kadokawa Shoten
Shinmai Maou no Testament,AT-X
Shinmai Maou no Testament,Nippon Columbia
Shinmai Maou no Testament,Kadokawa Pictures Japan
Shinmai Maou no Testament,KlockWorx
Shinmai Maou no Testament,Mobcast
Sankarea,Lantis
Sankarea,Pony Canyon
Sankarea,TBS
Sankarea,Kodansha
Sankarea,BS-TBS
Serial Experiments Lain,TV Tokyo
Serial Experiments Lain,Geneon Universal Entertainment
Serial Experiments Lain,Genco
Serial Experiments Lain,Pioneer LDC
Serial Experiments Lain,TV Tokyo Music
Serial Experiments Lain,Fujipacific Music
Higashi no Eden,Dentsu
Higashi no Eden,Fuji TV
Higashi no Eden,Asmik Ace
Higashi no Eden,Sony Music Entertainment
Beelzebub,Studio Pierrot
Beelzebub,Dentsu
Beelzebub,Yomiuri Telecasting
Beelzebub,Shueisha
Yuu☆Yuu☆Hakusho,Yomiko Advertising
Yuu☆Yuu☆Hakusho,Fuji TV
Tsurezure Children,Nihon Ad Systems
Tsurezure Children,Kodansha
Tsurezure Children,Movic
Tsurezure Children,KlockWorx
Tsurezure Children,Sony Music Entertainment
Tsurezure Children,King Records
Tsurezure Children,BS11
Tsurezure Children,Animatic
Tsurezure Children,Marui Group
Rokudenashi Majutsu Koushi to Akashic Records,Media Factory
Rokudenashi Majutsu Koushi to Akashic Records,AT-X
Rokudenashi Majutsu Koushi to Akashic Records,Kadokawa Pictures Japan
Rokudenashi Majutsu Koushi to Akashic Records,Ultra Super Pictures
Rokudenashi Majutsu Koushi to Akashic Records,Tohokushinsha Film Corporation
Rokudenashi Majutsu Koushi to Akashic Records,Sony Music Communications
Rokudenashi Majutsu Koushi to Akashic Records,Fujimi Shobo
Rokudenashi Majutsu Koushi to Akashic Records,Kanetsu Investment
Toaru Kagaku no Railgun,Geneon Universal Entertainment
Toaru Kagaku no Railgun,Movic
Toaru Kagaku no Railgun,AT-X
Toaru Kagaku no Railgun,ASCII Media Works
Pokemon,TV Tokyo
Pokemon,TV Tokyo Music
Pokemon,Studio Jack
Little Witch Academia (TV),Ultra Super Pictures
Little Witch Academia (TV),TOHO animation
Little Witch Academia (TV),Good Smile Company
91 Days,Shochiku
91 Days,Mainichi Broadcasting System
91 Days,Shochiku Music Publishing
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,Genco
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,Movic
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,Warner Bros. Japan
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,KlockWorx
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,SoftBank Creative
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,Hakuhodo DY Music &amp; Pictures
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,Egg Firm
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,FuRyu
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,GREE
Grisaia no Kajitsu,Frontier Works
Grisaia no Kajitsu,AT-X
Grisaia no Kajitsu,Bushiroad
Grisaia no Kajitsu,NBCUniversal Entertainment Japan
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Frontier Works
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Media Factory
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Movic
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,AT-X
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Kadokawa Pictures Japan
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,MAGES.
Kuzu no Honkai,Aniplex
Kuzu no Honkai,Dentsu
Kuzu no Honkai,Square Enix
Kuzu no Honkai,Studio Hibari
Kuzu no Honkai,Fuji TV
Kuzu no Honkai,Kyoraku Industrial Holdings
Kuzu no Honkai,Kansai Telecasting
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,Shueisha
Bungou Stray Dogs 2nd Season,Lantis
Bungou Stray Dogs 2nd Season,Movic
Bungou Stray Dogs 2nd Season,KlockWorx
Bungou Stray Dogs 2nd Season,Bandai Namco Live Creative
Bungou Stray Dogs 2nd Season,Glovision
Bungou Stray Dogs 2nd Season,Lawson HMV Entertainment
Bungou Stray Dogs 2nd Season,Sony PCL
Ajin,Mainichi Broadcasting System
Ajin,Kodansha
Ajin,KlockWorx
Ajin,Sony Music Communications
Ajin,TOHO animation
Ajin,King Records
Katanagatari,Aniplex
Katanagatari,Lantis
Katanagatari,Kodansha
Katanagatari,Movic
Katanagatari,Fuji TV
Aldnoah.Zero,Aniplex
Aldnoah.Zero,Movic
Aldnoah.Zero,Nitroplus
Aldnoah.Zero,Houbunsha
Aldnoah.Zero,MAGES.
Aldnoah.Zero,Tokyo MX
Aldnoah.Zero,Asahi Broadcasting
Aldnoah.Zero,BS11
Akagami no Shirayuki-hime,Hakusensha
Akagami no Shirayuki-hime,Warner Bros. Japan
Akagami no Shirayuki-hime,KlockWorx
Akagami no Shirayuki-hime,Showgate
Gamers!,Sony Pictures Entertainment
Gamers!,Frontier Works
Gamers!,Sotsu
Gamers!,Kadokawa Shoten
Gamers!,AT-X
Gamers!,NBCUniversal Entertainment Japan
Gamers!,Tokyo MX
Gamers!,i0+
Gamers!,Chugai Mining
Gamers!,BS11
Date A Live II,Kadokawa Shoten
Date A Live II,AT-X
Date A Live II,Nippon Columbia
Nanatsu no Taizai: Seisen no Shirushi,Aniplex
Nanatsu no Taizai: Seisen no Shirushi,Dentsu
Nanatsu no Taizai: Seisen no Shirushi,Kodansha
Nanatsu no Taizai: Seisen no Shirushi,Movic
Gosick,TV Tokyo
Gosick,Kadokawa Shoten
Gosick,KlockWorx
Gosick,Memory-Tech
Gosick,NTT Docomo
Kiss x Sis (TV),Starchild Records
3-gatsu no Lion,Aniplex
3-gatsu no Lion,Dentsu
3-gatsu no Lion,NHK
3-gatsu no Lion,Hakusensha
